Date,Close,High,Low,Open,Volume,MA7,MA21,RSI,EMA12,EMA26,STD7,Daily_Return,SMMA7
2021-10-01,1779.9617919921875,1819.0924072265625,1753.60595703125,1763.30419921875,407784506,1808.852818080357,1807.4976341610864,49.30796490804198,1792.1622087513458,1752.3585298978364,53.045659985094,0.009999736788879776,1808.852818080357
2021-11-01,1776.72412109375,3127.11572265625,1764.69677734375,1779.89501953125,845179058,1807.6600864955356,1814.8829345703125,49.100759127373486,1789.787118342485,1754.1633885049412,53.75853256228924,-0.0018189552792668984,1807.6600864955356
2021-12-01,1833.609130859375,1839.479736328125,1759.379638671875,1776.4691162109375,538471049,1795.4611118861603,1823.89456031436,52.84978378123843,1796.5289664220065,1760.0482583089733,27.6119409788779,0.03201679376683786,1795.4611118861603
2022-01-01,1806.4495849609375,1862.756591796875,1789.7955322265625,1834.042236328125,364750786,1799.5753871372767,1829.0624883742557,50.92130071155363,1798.055215427996,1763.4853936165264,26.644335045323523,-0.01481206950889713,1799.5753871372767
2022-02-01,1896.8333740234375,2067.691162109375,1799.4649658203125,1806.3695068359375,1216336849,1810.411359514509,1836.0635986328123,56.597297146860846,1813.25185521191,1773.3630217948162,45.53110094387484,0.05003393939967293,1810.411359514509
2022-03-01,1934.3636474609375,2071.925537109375,1891.5885009765625,1896.4278564453125,1579665662,1827.1829310825892,1842.935796828497,58.73153703224531,1831.8844386348374,1785.2889940663808,65.56261378143023,0.01978575132189575,1827.1829310825892
2022-04-01,1901.595947265625,2000.237548828125,1882.888916015625,1934.5484619140625,1255888341,1847.0767996651787,1838.871622721354,56.13605937067785,1842.609286116497,1793.9043239329917,63.708869424221085,-0.016939782878117926,1847.0767996651787
2022-05-01,1838.10595703125,1907.561767578125,1794.360595703125,1901.2769775390625,900329622,1855.3831089564733,1832.6087123325892,51.39664499510363,1841.9164662572284,1797.178518977307,56.92979390470508,-0.03338773955932628,1855.3831089564733
2022-06-01,1814.8082275390625,1891.3162841796875,1806.611328125,1838.195556640625,971587774,1860.8236955915181,1829.4785214378721,49.7372212569311,1837.7459679928952,1798.4844233152148,49.493927833132645,-0.01267485663874135,1860.8236955915181
2022-07-01,1762.634033203125,1816.299072265625,1682.0665283203125,1814.84423828125,647108732,1850.6843959263394,1822.9954892113096,46.14414858289902,1826.190285717546,1795.8288388624674,61.75061786005692,-0.02874915021004032,1850.6843959263394
2022-08-01,1704.7830810546875,1798.50244140625,1702.8289794921875,1762.659423828125,493387337,1836.160609654018,1819.0098528180804,42.479725361627764,1807.5122542309523,1789.0847086544836,82.39409914443344,-0.032820739335951976,1836.160609654018
2022-09-01,1655.731689453125,1729.5274658203125,1609.2298583984375,1704.9027099609375,420373744,1801.717511858259,1805.9269438244048,39.60766394276586,1784.1613981112864,1779.2067072321609,101.07905111940215,-0.028772805259902112,1801.717511858259
2022-10-01,1627.8917236328125,1720.7603759765625,1613.7454833984375,1655.96142578125,246475818,1757.9358084542412,1794.2497965494795,38.03582893743886,1760.1199097299827,1767.9981899285056,100.41944693996003,-0.01681429787063371,1757.9358084542412
2022-11-01,1762.9130859375,1780.4449462890625,1615.0128173828125,1627.916259765625,754346923,1738.1239711216517,1794.9874325706846,48.674337813681355,1760.5496291465238,1767.6215155588015,78.6801197473599,0.08294247113891151,1738.1239711216517
2022-12-01,1819.547119140625,1824.4515380859375,1762.672119140625,1763.082763671875,272741550,1735.4727085658483,1799.9028785342261,52.368327166125106,1769.6261660686932,1771.4678565648624,74.97498986958615,0.03212525543935563,1735.4727085658483
2023-01-01,1900.023681640625,1925.590576171875,1817.4447021484375,1819.59716796875,319424614,1747.6463448660713,1805.3767089843752,57.09392222319782,1789.687322310529,1780.9905102741782,94.40428208806969,0.04422889720932832,1747.6463448660713
2023-02-01,1808.871337890625,1924.138427734375,1757.7421875,1899.45458984375,339661224,1754.2516741071427,1800.1323939732142,50.93050259654467,1792.6387093228516,1783.0557567642852,97.20379554306702,-0.04797431981021005,1754.2516741071427
2023-03-01,1978.31689453125,2014.6546630859375,1801.1007080078125,1809.099853515625,564165063,1793.327933175223,1809.6879766555057,59.65051135982662,1821.2045839702976,1797.5195447470232,125.00724669240435,0.09367474241601959,1793.327933175223
2023-04-01,2000.9384765625,2050.595947265625,1969.142578125,1978.2332763671875,329901115,1842.6431884765625,1818.25735328311,60.655738446631744,1848.8559520614056,1812.5876137703917,129.68315295028916,0.01143476158636858,1842.6431884765625
2023-05-01,1969.7386474609375,2052.390869140625,1950.086181640625,2000.94287109375,267867081,1891.4784633091517,1825.5324009486606,58.49136677153517,1867.4532898151797,1824.2284310808027,95.08522188091659,-0.01559259790693912,1891.4784633091517
2023-06-01,1901.8287353515625,1987.2421875,1886.7586669921875,1970.0489501953125,266087355,1911.3235560825892,1832.1747756231398,53.97664039947355,1872.7418198977002,1829.9766017675256,76.4509368191902,-0.03447661048683448,1911.3235560825892
2023-07-01,1954.4085693359375,1962.67431640625,1887.2015380859375,1902.0849609375,209283038,1930.5894775390625,1840.4817650204611,56.759559003968405,1885.3059351958905,1839.193784550371,65.70597172949165,0.027646986822215336,1930.5894775390625
2023-08-01,1918.421142578125,1955.14697265625,1871.06103515625,1954.623291015625,168437291,1933.2176862444196,1847.2292422340026,54.3377488531425,1890.4005824854648,1845.062477737612,64.63886402586391,-0.018413461403333997,1933.2176862444196
2023-09-01,1870.1083984375,1933.62353515625,1865.639404296875,1918.42578125,116102505,1941.9658377511162,1848.9673025948657,51.18055212153964,1887.2787080165472,1846.9177311227888,46.6443158923807,-0.025183596588024715,1941.9658377511162
2023-10-01,1969.4207763671875,1992.2713623046875,1824.6966552734375,1869.953857421875,232106185,1940.6949637276784,1856.7278355189728,56.7443256921425,1899.915949301261,1855.992030770522,45.5982852570591,0.05310514514167419,1940.6949637276784
2023-11-01,2021.532470703125,2029.7730712890625,1914.031494140625,1969.3819580078125,220099692,1943.636962890625,1862.6658877418151,59.36148925020057,1918.626183363086,1868.2542855803445,50.53061100644406,0.02646041666731236,1943.636962890625
2023-12-01,2026.4564208984375,2086.122802734375,1954.8131103515625,2021.5870361328125,229434735,1951.739501953125,1867.0512579055057,59.610159059765564,1935.2154506762172,1879.9729622705736,59.214669641612275,0.002435751226691929,1951.739501953125
2024-01-01,2019.1053466796875,2047.137451171875,1991.5938720703125,2026.702392578125,206232876,1968.4933035714284,1872.6469435918896,59.02942715601175,1948.1215885229049,1890.2790648193968,59.33029852290326,-0.0036275511000087857,1968.4933035714284
2024-02-01,1995.5350341796875,2042.262451171875,1975.99560546875,2018.734619140625,211915819,1974.3685128348216,1880.1435663132438,57.108309660946816,1955.4159647777944,1898.0758032905294,59.73797620370352,-0.01167364176354646,1974.3685128348216
2024-03-01,2220.93115234375,2221.425048828125,1996.3333740234375,1996.3333740234375,384896812,2017.584228515625,1899.4827532087052,67.87522369659648,1996.2644551725568,1921.9910143315087,104.88215227564285,0.11295021851456344,2017.584228515625
2024-04-01,2299.805908203125,3097.8984375,2213.699951171875,2220.925537109375,563055198,2078.9695870535716,1925.0623663039432,70.65160270658914,2042.9631402541827,1949.9773027664432,127.49144776833896,0.03551427327053269,2078.9695870535716
2024-05-01,2330.931640625,2425.587890625,2275.605224609375,2299.805908203125,283334027,2130.6139962332586,1954.8789643787202,71.69134130708069,2087.2659864650777,1978.1961426078178,147.38743447396243,0.013534069249432568,2130.6139962332586
