datetime,Symbol,Open,High,Low,Close,Volume
2025-11-03 14:30:00,OANDA:SPX500USD,6863.8,6878.4,6863.0,6871.0,1955.0
2025-11-03 15:30:00,OANDA:SPX500USD,6871.4,6877.0,6869.6,6872.0,1357.0
2025-11-03 16:30:00,OANDA:SPX500USD,6872.6,6879.0,6872.0,6872.4,1179.0
2025-11-03 17:30:00,OANDA:SPX500USD,6872.4,6876.4,6867.6,6868.0,1536.0
2025-11-03 18:30:00,OANDA:SPX500USD,6867.8,6873.4,6862.2,6872.8,2053.0
2025-11-03 19:30:00,OANDA:SPX500USD,6873.0,6885.6,6848.8,6852.0,7332.0
2025-11-03 20:30:00,OANDA:SPX500USD,6853.8,6856.6,6825.7,6850.6,8162.0
2025-11-03 21:30:00,OANDA:SPX500USD,6850.3,6865.1,6846.3,6863.1,4465.0
2025-11-03 22:30:00,OANDA:SPX500USD,6863.4,6868.9,6853.6,6867.6,2565.0
2025-11-03 23:30:00,OANDA:SPX500USD,6867.9,6871.4,6863.6,6865.4,1578.0
2025-11-04 00:30:00,OANDA:SPX500USD,6865.1,6867.9,6855.1,6863.6,2486.0
2025-11-04 01:30:00,OANDA:SPX500USD,6864.1,6865.9,6854.6,6863.9,1926.0
2025-11-04 02:30:00,OANDA:SPX500USD,6863.8,6870.6,6860.8,6862.8,1877.0
2025-11-04 04:30:00,OANDA:SPX500USD,6860.2,6862.2,6853.2,6854.6,681.0
2025-11-04 05:30:00,OANDA:SPX500USD,6854.6,6854.6,6841.0,6847.8,2187.0
2025-11-04 06:30:00,OANDA:SPX500USD,6848.0,6849.8,6840.2,6844.2,2482.0
2025-11-04 07:30:00,OANDA:SPX500USD,6844.2,6844.6,6831.2,6831.2,2244.0
2025-11-04 08:30:00,OANDA:SPX500USD,6831.2,6840.2,6830.8,6831.0,2204.0
2025-11-04 09:30:00,OANDA:SPX500USD,6831.2,6833.0,6824.6,6827.8,1820.0
2025-11-04 10:30:00,OANDA:SPX500USD,6828.0,6828.6,6805.2,6808.4,3417.0
2025-11-04 11:30:00,OANDA:SPX500USD,6808.2,6809.0,6793.2,6799.0,5640.0
2025-11-04 12:30:00,OANDA:SPX500USD,6798.8,6802.8,6790.2,6800.2,4121.0
2025-11-04 13:30:00,OANDA:SPX500USD,6800.0,6800.0,6784.8,6792.6,6057.0
2025-11-04 14:30:00,OANDA:SPX500USD,6792.8,6797.0,6770.2,6771.2,4967.0
2025-11-04 15:30:00,OANDA:SPX500USD,6771.2,6793.6,6764.8,6791.8,3938.0
2025-11-04 16:30:00,OANDA:SPX500USD,6792.0,6796.0,6789.2,6791.2,2298.0
2025-11-04 17:30:00,OANDA:SPX500USD,6791.6,6799.0,6783.6,6793.0,3285.0
2025-11-04 18:30:00,OANDA:SPX500USD,6793.0,6795.0,6780.8,6787.2,3477.0
2025-11-04 19:30:00,OANDA:SPX500USD,6787.0,6816.0,6774.3,6815.0,9265.0
2025-11-04 20:30:00,OANDA:SPX500USD,6815.2,6827.8,6804.0,6809.7,5638.0
2025-11-04 21:30:00,OANDA:SPX500USD,6809.8,6816.3,6802.5,6811.1,5199.0
2025-11-04 22:30:00,OANDA:SPX500USD,6810.6,6810.9,6785.6,6788.9,4669.0
2025-11-04 23:30:00,OANDA:SPX500USD,6788.6,6792.9,6775.6,6790.0,5150.0
2025-11-05 00:30:00,OANDA:SPX500USD,6789.9,6795.4,6774.6,6780.4,5574.0
2025-11-05 01:30:00,OANDA:SPX500USD,6780.9,6794.4,6775.4,6782.9,5243.0
2025-11-05 02:30:00,OANDA:SPX500USD,6783.4,6787.6,6776.2,6786.2,3232.0
2025-11-05 04:30:00,OANDA:SPX500USD,6783.4,6785.8,6772.6,6772.6,2198.0
2025-11-05 05:30:00,OANDA:SPX500USD,6773.2,6773.2,6752.4,6752.8,5054.0
2025-11-05 06:30:00,OANDA:SPX500USD,6752.6,6752.6,6728.2,6739.2,9328.0
2025-11-05 07:30:00,OANDA:SPX500USD,6739.4,6756.4,6732.4,6754.8,7886.0
2025-11-05 08:30:00,OANDA:SPX500USD,6755.0,6774.8,6754.8,6774.6,6779.0
2025-11-05 09:30:00,OANDA:SPX500USD,6774.8,6775.2,6762.4,6766.4,4895.0
2025-11-05 10:30:00,OANDA:SPX500USD,6766.6,6778.2,6764.2,6768.4,4856.0
2025-11-05 11:30:00,OANDA:SPX500USD,6768.2,6780.6,6762.8,6777.2,4460.0
2025-11-05 12:30:00,OANDA:SPX500USD,6777.2,6778.2,6765.8,6766.2,3661.0
2025-11-05 13:30:00,OANDA:SPX500USD,6766.4,6779.8,6761.6,6774.4,5338.0
2025-11-05 14:30:00,OANDA:SPX500USD,6774.6,6780.4,6767.4,6773.4,3889.0
2025-11-05 15:30:00,OANDA:SPX500USD,6773.2,6778.2,6752.8,6753.2,3778.0
2025-11-05 16:30:00,OANDA:SPX500USD,6752.8,6768.4,6751.4,6766.6,3849.0
2025-11-05 17:30:00,OANDA:SPX500USD,6766.8,6775.8,6761.6,6774.8,3275.0
2025-11-05 18:30:00,OANDA:SPX500USD,6774.4,6787.2,6769.8,6784.8,3755.0
2025-11-05 19:30:00,OANDA:SPX500USD,6785.2,6803.9,6769.4,6801.5,10803.0
2025-11-05 20:30:00,OANDA:SPX500USD,6798.3,6810.4,6789.8,6806.6,12487.0
2025-11-05 21:30:00,OANDA:SPX500USD,6806.9,6826.8,6795.6,6823.0,7578.0
2025-11-05 22:30:00,OANDA:SPX500USD,6823.3,6837.8,6819.5,6831.3,2492.0
2025-11-05 23:30:00,OANDA:SPX500USD,6831.0,6837.8,6829.5,6836.0,1501.0
2025-11-06 00:30:00,OANDA:SPX500USD,6835.5,6835.5,6826.5,6832.0,1437.0
2025-11-06 01:30:00,OANDA:SPX500USD,6831.5,6834.8,6803.5,6804.5,2007.0
2025-11-06 02:30:00,OANDA:SPX500USD,6804.8,6811.2,6800.6,6809.2,2009.0
2025-11-06 04:30:00,OANDA:SPX500USD,6809.8,6815.2,6801.2,6815.0,1896.0
2025-11-06 05:30:00,OANDA:SPX500USD,6815.2,6815.2,6791.0,6801.2,4647.0
2025-11-06 06:30:00,OANDA:SPX500USD,6801.0,6801.0,6786.2,6795.6,4715.0
2025-11-06 07:30:00,OANDA:SPX500USD,6795.2,6803.2,6788.2,6802.6,3123.0
2025-11-06 08:30:00,OANDA:SPX500USD,6802.2,6806.6,6799.8,6803.6,1843.0
2025-11-06 09:30:00,OANDA:SPX500USD,6803.4,6807.8,6800.6,6806.6,1099.0
2025-11-06 10:30:00,OANDA:SPX500USD,6807.0,6807.6,6797.2,6798.2,1431.0
2025-11-06 11:30:00,OANDA:SPX500USD,6798.0,6801.6,6793.8,6795.6,2148.0
2025-11-06 12:30:00,OANDA:SPX500USD,6795.8,6802.0,6788.2,6788.8,2625.0
2025-11-06 13:30:00,OANDA:SPX500USD,6789.0,6795.2,6784.2,6793.2,5275.0
2025-11-06 14:30:00,OANDA:SPX500USD,6793.4,6808.0,6792.8,6804.2,2396.0
2025-11-06 15:30:00,OANDA:SPX500USD,6804.4,6813.8,6803.2,6809.2,1955.0
2025-11-06 16:30:00,OANDA:SPX500USD,6809.6,6814.2,6807.6,6808.8,1925.0
2025-11-06 17:30:00,OANDA:SPX500USD,6808.6,6818.6,6808.4,6816.6,2508.0
2025-11-06 18:30:00,OANDA:SPX500USD,6816.2,6824.0,6811.6,6812.0,1599.0
2025-11-06 19:30:00,OANDA:SPX500USD,6812.6,6814.2,6768.5,6769.0,10894.0
2025-11-06 20:30:00,OANDA:SPX500USD,6768.5,6781.0,6734.5,6736.3,17429.0
2025-11-06 21:30:00,OANDA:SPX500USD,6736.0,6746.9,6717.8,6720.1,13988.0
2025-11-06 22:30:00,OANDA:SPX500USD,6720.2,6743.6,6715.1,6739.3,11219.0
2025-11-06 23:30:00,OANDA:SPX500USD,6738.8,6750.1,6719.1,6743.3,7623.0
2025-11-07 00:30:00,OANDA:SPX500USD,6742.8,6765.1,6741.3,6758.3,6807.0
2025-11-07 01:30:00,OANDA:SPX500USD,6757.8,6761.6,6723.8,6731.6,8010.0
2025-11-07 02:30:00,OANDA:SPX500USD,6731.3,6748.4,6730.0,6747.4,1848.0
2025-11-07 04:30:00,OANDA:SPX500USD,6740.2,6749.6,6736.6,6745.6,2019.0
2025-11-07 05:30:00,OANDA:SPX500USD,6745.6,6752.2,6738.2,6746.6,3763.0
2025-11-07 06:30:00,OANDA:SPX500USD,6747.2,6747.6,6722.8,6735.6,7143.0
2025-11-07 07:30:00,OANDA:SPX500USD,6735.8,6736.2,6723.2,6733.6,4521.0
2025-11-07 08:30:00,OANDA:SPX500USD,6734.2,6735.6,6719.8,6724.8,3629.0
2025-11-07 09:30:00,OANDA:SPX500USD,6724.8,6732.2,6713.6,6730.0,3818.0
2025-11-07 10:30:00,OANDA:SPX500USD,6729.8,6745.4,6729.6,6744.8,2953.0
2025-11-07 11:30:00,OANDA:SPX500USD,6745.0,6746.6,6740.8,6744.2,2318.0
2025-11-07 12:30:00,OANDA:SPX500USD,6744.6,6749.6,6741.4,6747.4,2645.0
2025-11-07 13:30:00,OANDA:SPX500USD,6747.6,6751.2,6735.6,6742.8,4645.0
2025-11-07 14:30:00,OANDA:SPX500USD,6742.8,6746.8,6728.8,6732.4,4280.0
2025-11-07 15:30:00,OANDA:SPX500USD,6732.6,6736.2,6717.6,6724.4,4152.0
2025-11-07 16:30:00,OANDA:SPX500USD,6724.6,6724.6,6696.4,6718.6,7189.0
2025-11-07 17:30:00,OANDA:SPX500USD,6718.6,6719.6,6692.8,6698.2,5983.0
2025-11-07 18:30:00,OANDA:SPX500USD,6697.8,6710.8,6693.6,6703.8,6181.0
2025-11-07 19:30:00,OANDA:SPX500USD,6703.8,6705.8,6667.9,6686.6,17646.0
2025-11-07 20:30:00,OANDA:SPX500USD,6687.0,6696.9,6657.4,6657.6,24874.0
2025-11-07 21:30:00,OANDA:SPX500USD,6657.1,6664.4,6638.7,6645.2,10492.0
2025-11-07 22:30:00,OANDA:SPX500USD,6644.7,6668.0,6637.2,6664.7,8728.0
2025-11-07 23:30:00,OANDA:SPX500USD,6664.9,6686.5,6661.7,6681.5,5983.0
2025-11-08 00:30:00,OANDA:SPX500USD,6681.2,6725.5,6677.7,6725.0,7219.0
2025-11-08 01:30:00,OANDA:SPX500USD,6724.7,6736.5,6705.2,6735.0,10449.0
2025-11-08 02:30:00,OANDA:SPX500USD,6735.0,6747.2,6735.0,6745.8,1268.0
2025-11-10 04:30:00,OANDA:SPX500USD,6769.8,6775.3,6759.0,6765.8,3060.0
2025-11-10 05:30:00,OANDA:SPX500USD,6765.6,6768.0,6752.8,6764.0,4542.0
2025-11-10 06:30:00,OANDA:SPX500USD,6764.0,6778.6,6763.6,6777.8,3443.0
2025-11-10 07:30:00,OANDA:SPX500USD,6777.6,6780.4,6774.0,6777.4,1376.0
2025-11-10 08:30:00,OANDA:SPX500USD,6777.4,6784.8,6777.4,6779.4,1510.0
2025-11-10 09:30:00,OANDA:SPX500USD,6779.4,6784.4,6779.4,6781.6,1256.0
2025-11-10 10:30:00,OANDA:SPX500USD,6781.8,6786.8,6781.6,6784.6,1265.0
2025-11-10 11:30:00,OANDA:SPX500USD,6784.2,6787.6,6780.2,6780.6,1422.0
2025-11-10 12:30:00,OANDA:SPX500USD,6780.8,6784.8,6779.0,6782.8,2040.0
2025-11-10 13:30:00,OANDA:SPX500USD,6783.2,6792.8,6777.0,6792.6,2764.0
2025-11-10 14:30:00,OANDA:SPX500USD,6792.4,6803.0,6791.4,6800.0,2652.0
2025-11-10 15:30:00,OANDA:SPX500USD,6800.4,6802.4,6797.0,6797.8,1300.0
2025-11-10 16:30:00,OANDA:SPX500USD,6797.6,6800.4,6791.8,6800.4,1647.0
2025-11-10 17:30:00,OANDA:SPX500USD,6800.0,6801.8,6792.0,6795.8,2200.0
2025-11-10 18:30:00,OANDA:SPX500USD,6796.0,6801.4,6794.0,6800.4,1575.0
