datetime,Symbol,Open,High,Low,Close,Volume
2020-01-01 05:30:00,BINANCE:BTCUSD,6976.1030327,9578.9473004,6946.6297951,9331.3326306,493.683506
2020-02-01 05:30:00,BINANCE:BTCUSD,9294.0728112,10543.27425,8377.515,8556.3312,711.444253
2020-03-01 05:30:00,BINANCE:BTCUSD,8522.45514,9323.04546,3717.974312,6551.8794,5086.070208
2020-04-01 05:30:00,BINANCE:BTCUSD,6551.3448,9643.0173408,6187.3608056,8709.5643,2829.779889
2020-05-01 05:30:00,BINANCE:BTCUSD,8722.0809884,10174.3043556,8112.3409224,9485.5036311,4585.426888
2020-06-01 05:30:00,BINANCE:BTCUSD,9460.03856,10253.7075857,8925.306,9203.5956768,2963.969503
2020-07-01 05:30:00,BINANCE:BTCUSD,9171.0141696,11572.0667712,8929.44087,11280.302323,4861.949632
2020-08-01 05:30:00,BINANCE:BTCUSD,11346.2342574,12536.3471544,10596.1037683,11722.5232786,8546.131994
2020-09-01 05:30:00,BINANCE:BTCUSD,11715.0191328,12203.0298756,9837.6994495,10802.521763,10158.659171
2020-10-01 05:30:00,BINANCE:BTCUSD,10814.90172,14154.7941781,10412.0644488,13826.8859225,13785.665558
2020-11-01 05:30:00,BINANCE:BTCUSD,13851.5181097,19840.25457,13204.3998192,19615.3062416,43752.996231
2020-12-01 05:30:00,BINANCE:BTCUSD,19615.1417499,29394.5468535,17579.7516776,28965.832595,76219.752322
2021-01-01 05:30:00,BINANCE:BTCUSD,28963.4022646,42136.864,28091.74,33207.5316156,163804.338139
2021-02-01 05:30:00,BINANCE:BTCUSD,33207.038329,58537.6923055,32213.632,45169.3318528,130578.89656
2021-03-01 05:30:00,BINANCE:BTCUSD,45185.700217,61124.5661,44849.8619712,58695.5662062,101376.489793
2021-04-01 05:30:00,BINANCE:BTCUSD,58696.5789579,65087.7580194,46850.7,58187.0149266,95497.900606
2021-05-01 05:30:00,BINANCE:BTCUSD,58175.0652925,59762.065,28848.8995333,37128.815388,201234.953549
2021-06-01 05:30:00,BINANCE:BTCUSD,37150.472086,41385.2280534,28695.1294,35163.072485,152941.76768
2021-07-01 05:30:00,BINANCE:BTCUSD,35163.36805,42716.5069,29603.8732674,41853.5090744,83646.496959
2021-08-01 05:30:00,BINANCE:BTCUSD,41908.653096,50616.040023,37912.4213608,47553.6736566,64734.425878
2021-09-01 05:30:00,BINANCE:BTCUSD,47546.3808862,53397.6431984,39780.68,43946.0578824,72442.03353
2021-10-01 05:30:00,BINANCE:BTCUSD,43889.6833493,67083.6660102,43291.2866627,61535.260699,65337.964629
2021-11-01 05:30:00,BINANCE:BTCUSD,61527.308628,69275.4705132,52956.54917,56971.59,62486.87473
2021-12-01 05:30:00,BINANCE:BTCUSD,57026.14,59224.48,43423.65,46197.14,66940.10983
2022-01-01 05:30:00,BINANCE:BTCUSD,46017.92,48102.62,32987.86,38482.51,63818.532127
2022-02-01 05:30:00,BINANCE:BTCUSD,38479.07,45829.34,34336.56,43171.59,53733.13161
2022-03-01 05:30:00,BINANCE:BTCUSD,43173.9,48240.33,37200.78,45571.68,49977.68654
2022-04-01 05:30:00,BINANCE:BTCUSD,45557.98,47445.51,37684.09,37739.95,46454.03841
2022-05-01 05:30:00,BINANCE:BTCUSD,37742.16,40011.86,23878.62,31789.66,83360.592894
2022-06-01 05:30:00,BINANCE:BTCUSD,31795.59,31964.09,17689.13,19966.57,92881.579604
2022-07-01 05:30:00,BINANCE:BTCUSD,19965.88,24692.87,18782.39,23334.94,64749.64402
2022-08-01 05:30:00,BINANCE:BTCUSD,23329.19,25200.55,19552.06,20064.92,57806.39604
2022-09-01 05:30:00,BINANCE:BTCUSD,20057.85,22801.92,18180.74,19432.6,94291.97806
2022-10-01 05:30:00,BINANCE:BTCUSD,19429.99,21072.31,18214.02,20494.41,76367.57654
2022-11-01 05:30:00,BINANCE:BTCUSD,20493.69,21484.6,15479.25,17170.31,122247.946285
2022-12-01 05:30:00,BINANCE:BTCUSD,17169.38,18378.19,16283.06,16508.88,62287.32523
2023-01-01 05:30:00,BINANCE:BTCUSD,16508.69,23958.32,16457.39,23137.45,90748.66426
2023-02-01 05:30:00,BINANCE:BTCUSD,23132.97,25252.3,21368.5,23397.14,73023.43158
2023-03-01 05:30:00,BINANCE:BTCUSD,23396.92,29191.43,19705.73,28539.72,101233.27657
2023-04-01 05:30:00,BINANCE:BTCUSD,28537.39,31170.96,27043.15,29302.15,31644.64469
2023-05-01 05:30:00,BINANCE:BTCUSD,29306.68,29808.67,25904.27,27284.28,28959.51504
2023-06-01 05:30:00,BINANCE:BTCUSD,27281.39,31475.06,24840.56,30466.14,26089.30192
2023-07-01 05:30:00,BINANCE:BTCUSD,30465.24,31875.47,28981.95,29336.82,22422.6966
2023-08-01 05:30:00,BINANCE:BTCUSD,29335.39,30789.16,25466.81,26024.99,18452.11436
2023-09-01 05:30:00,BINANCE:BTCUSD,26029.21,27512.18,24962.49,26992.77,13096.56153
2023-10-01 05:30:00,BINANCE:BTCUSD,26992.77,35263.55,26540.46,34686.1,13236.68389
2023-11-01 05:30:00,BINANCE:BTCUSD,34678.87,38489.86,34111.67,37739.55,9949.11415
2023-12-01 05:30:00,BINANCE:BTCUSD,37755.83,44747.01,37656.02,42408.19,9599.20399
2024-01-01 05:30:00,BINANCE:BTCUSD,42409.76,49022.57,38542.17,42581.86,12467.68119
2024-02-01 05:30:00,BINANCE:BTCUSD,42571.48,64005.75,41855.19,60804.82,9713.9388
2024-03-01 05:30:00,BINANCE:BTCUSD,60723.69,73808.39,57472.19,71389.65,13573.528735
2024-04-01 05:30:00,BINANCE:BTCUSD,71367.87,72576.39,58913.82,60674.53,10150.91305
2024-05-01 05:30:00,BINANCE:BTCUSD,60680.2,71282.86,56552.32,67517.75,5475.28346
2024-06-01 05:30:00,BINANCE:BTCUSD,67530.63,71906.17,58474.66,62741.62,4240.77083
2024-07-01 05:30:00,BINANCE:BTCUSD,62758.55,69911.6,53591.25,64671.33,5993.48411
2024-08-01 05:30:00,BINANCE:BTCUSD,64662.36,65623.79,49351.27,58946.17,7757.90886
2024-09-01 05:30:00,BINANCE:BTCUSD,58940.37,66517.22,52622.08,63367.75,5523.57463
2024-10-01 05:30:00,BINANCE:BTCUSD,63362.04,73512.01,58927.12,70307.19,6668.34879
2024-11-01 05:30:00,BINANCE:BTCUSD,70293.31,99317.5,66832.04,96263.32,15839.030898
2024-12-01 05:30:00,BINANCE:BTCUSD,96259.38,108230.85,91279.18,93383.06,11794.587303
2025-01-01 05:30:00,BINANCE:BTCUSD,93374.47,109312.19,89397.96,102616.96,12276.574859
2025-02-01 05:30:00,BINANCE:BTCUSD,102581.55,102929.25,78173.64,84362.58,9512.6349
2025-03-01 05:30:00,BINANCE:BTCUSD,84367.29,96484.71,76642.19,82511.47,10695.28471
2025-04-01 05:30:00,BINANCE:BTCUSD,82509.19,95865.9,74393.46,94155.08,15026.27971
