Date,Close,High,Low,Open,Volume
2019-09-01,1513.8780517578125,1553.47509765625,1497.364990234375,1522.96923828125,14789609
2019-10-01,1493.3623046875,1559.0634765625,1387.9765625,1509.4625244140625,91991770
2019-11-01,1467.6112060546875,1603.8985595703125,1410.7115478515625,1494.4869384765625,153908144
2019-12-01,1532.9163818359375,1578.0936279296875,1401.6849365234375,1466.1412353515625,14519941
2020-01-01,1596.103515625,1631.515625,1505.0306396484375,1531.5850830078125,13258583
2020-02-01,1621.6328125,1769.72607421875,1528.835205078125,1593.99462890625,21209865
2020-03-01,1644.364990234375,1755.431640625,1439.4453125,1621.35205078125,71498511
2020-04-01,1697.923095703125,3487.684814453125,1606.9775390625,1644.364990234375,58674492
2020-05-01,1749.81005859375,2359.139404296875,1656.4989013671875,1697.923095703125,15325714
2020-06-01,1790.0474853515625,1842.393310546875,1673.3172607421875,1750.2169189453125,32295622
2020-07-01,1986.943603515625,2001.126708984375,1761.261962890625,1790.9278564453125,36225590
2020-08-01,1969.6270751953125,2097.7802734375,1910.169677734375,1986.896240234375,53426410
2020-09-01,1880.542236328125,2015.2259521484375,1845.8699951171875,1973.2467041015625,41935131
2020-10-01,1898.7777099609375,1947.12841796875,1874.8818359375,1880.673828125,55635687
2020-11-01,1788.4814453125,1980.92041015625,1766.96142578125,1898.7777099609375,72291781
2020-12-01,1930.4727783203125,1940.0137939453125,1785.6026611328125,1788.1429443359375,67163333
2021-01-01,1873.11181640625,2077.02685546875,1832.7398681640625,1929.661376953125,202236062
2021-02-01,1747.4227294921875,1881.5780029296875,1732.68115234375,1873.7911376953125,296657579
2021-03-01,1716.32275390625,1769.74853515625,1692.9200439453125,1748.1973876953125,243884802
2021-04-01,1785.0732421875,1846.14013671875,1715.7017822265625,1716.221923828125,451551016
2021-05-01,1919.001953125,2035.1181640625,1779.183349609375,1784.511962890625,1066303910
2021-06-01,1777.649658203125,1922.37451171875,1758.1883544921875,1917.963134765625,625528516
2021-07-01,1820.9815673828125,1839.0704345703125,1772.21435546875,1777.618408203125,454364490
2021-08-01,1816.962646484375,1835.6944580078125,1703.493896484375,1819.2281494140625,404051972
2021-09-01,1762.3388671875,1847.358642578125,1730.7413330078125,1817.0390625,443238239
2021-10-01,1779.9617919921875,1819.0924072265625,1753.60595703125,1763.30419921875,407784506
2021-11-01,1776.72412109375,3127.11572265625,1764.69677734375,1779.89501953125,845179058
2021-12-01,1833.609130859375,1839.479736328125,1759.379638671875,1776.4691162109375,538471049
2022-01-01,1806.4495849609375,1862.756591796875,1789.7955322265625,1834.042236328125,364750786
2022-02-01,1896.8333740234375,2067.691162109375,1799.4649658203125,1806.3695068359375,1216336849
2022-03-01,1934.3636474609375,2071.925537109375,1891.5885009765625,1896.4278564453125,1579665662
2022-04-01,1901.595947265625,2000.237548828125,1882.888916015625,1934.5484619140625,1255888341
2022-05-01,1838.10595703125,1907.561767578125,1794.360595703125,1901.2769775390625,900329622
2022-06-01,1814.8082275390625,1891.3162841796875,1806.611328125,1838.195556640625,971587774
2022-07-01,1762.634033203125,1816.299072265625,1682.0665283203125,1814.84423828125,647108732
2022-08-01,1704.7830810546875,1798.50244140625,1702.8289794921875,1762.659423828125,493387337
2022-09-01,1655.731689453125,1729.5274658203125,1609.2298583984375,1704.9027099609375,420373744
2022-10-01,1627.8917236328125,1720.7603759765625,1613.7454833984375,1655.96142578125,246475818
2022-11-01,1762.9130859375,1780.4449462890625,1615.0128173828125,1627.916259765625,754346923
2022-12-01,1819.547119140625,1824.4515380859375,1762.672119140625,1763.082763671875,272741550
2023-01-01,1900.023681640625,1925.590576171875,1817.4447021484375,1819.59716796875,319424614
2023-02-01,1808.871337890625,1924.138427734375,1757.7421875,1899.45458984375,339661224
2023-03-01,1978.31689453125,2014.6546630859375,1801.1007080078125,1809.099853515625,564165063
2023-04-01,2000.9384765625,2050.595947265625,1969.142578125,1978.2332763671875,329901115
2023-05-01,1969.7386474609375,2052.390869140625,1950.086181640625,2000.94287109375,267867081
2023-06-01,1901.8287353515625,1987.2421875,1886.7586669921875,1970.0489501953125,266087355
2023-07-01,1954.4085693359375,1962.67431640625,1887.2015380859375,1902.0849609375,209283038
2023-08-01,1918.421142578125,1955.14697265625,1871.06103515625,1954.623291015625,168437291
2023-09-01,1870.1083984375,1933.62353515625,1865.639404296875,1918.42578125,116102505
2023-10-01,1969.4207763671875,1992.2713623046875,1824.6966552734375,1869.953857421875,232106185
2023-11-01,2021.532470703125,2029.7730712890625,1914.031494140625,1969.3819580078125,220099692
2023-12-01,2026.4564208984375,2086.122802734375,1954.8131103515625,2021.5870361328125,229434735
2024-01-01,2019.1053466796875,2047.137451171875,1991.5938720703125,2026.702392578125,206232876
2024-02-01,1995.5350341796875,2042.262451171875,1975.99560546875,2018.734619140625,211915819
2024-03-01,2220.93115234375,2221.425048828125,1996.3333740234375,1996.3333740234375,384896812
2024-04-01,2299.805908203125,3097.8984375,2213.699951171875,2220.925537109375,563055198
2024-05-01,2330.931640625,2425.587890625,2275.605224609375,2299.805908203125,283334027
2024-06-01,2308.783447265625,2368.318359375,2288.72900390625,2330.931640625,169306754
2024-07-01,2430.6025390625,2462.8740234375,2306.932373046875,2308.676025390625,245819823
2024-08-01,2496.409423828125,2524.200927734375,2343.444580078125,2430.61572265625,338868411
2024-09-01,2635.931640625,2675.652099609375,2476.3525390625,2496.409423828125,226331079
2024-10-01,2750.898193359375,2785.53662109375,2615.875732421875,2635.931640625,333013946
2024-11-01,2639.064697265625,2764.9599609375,2549.63623046875,2750.898193359375,497473982
2024-12-01,2627.802978515625,2711.072998046875,2599.9658203125,2639.064697265625,496812941
2025-01-01,2803.650390625,2818.287841796875,2622.16552734375,2627.802978515625,568330407
2025-02-01,2859.841796875,2995.641845703125,2775.826416015625,2803.77685546875,977007637
2025-03-01,3147.9853515625,3162.031982421875,2846.930908203125,2859.84130859375,1397312558
2025-04-01,3284.044189453125,3520.34521484375,2990.072265625,3147.9853515625,2554505167
2025-05-01,3299.06640625,3453.528564453125,3146.50341796875,3284.044189453125,1713159621
2025-06-01,3320.522216796875,3496.645751953125,3268.04638671875,3299.06640625,2583814165
2025-07-01,3294.70703125,3433.67041015625,3284.232177734375,3320.522216796875,2116895520
2025-08-01,3462.173828125,3469.432373046875,3289.944580078125,3294.70703125,2157814586
2025-09-01,3875.141357421875,3881.315673828125,3453.283447265625,3462.03271484375,3679786392
2025-10-01,3998.996826171875,4456.70458984375,3727.296142578125,3875.141357421875,10681737691
2025-11-01,4240.22265625,4256.05810546875,3918.82861328125,3999.029052734375,5204340658
2025-12-01,4330.3779296875,4573.501953125,4173.24853515625,4240.17041015625,4939474461
2026-01-01,4834.16162109375,5622.8056640625,4325.69921875,4330.3779296875,21436184465
2026-02-01,5372.89599609375,5570.89990234375,4480.91552734375,4834.099609375,12572192687
2026-03-01,5104.392578125,5456.1669921875,5037.482421875,5372.85205078125,4513027112
