Date,Close,High,Low,Open,Volume
2025-03-17,23350.400390625,23402.69921875,22353.150390625,22353.150390625,1702400
2025-03-24,23519.349609375,23869.599609375,23412.19921875,23515.400390625,1734400
2025-03-31,22904.44921875,23565.150390625,22857.44921875,23341.099609375,1405300
2025-04-07,22828.55078125,22923.900390625,21743.650390625,21758.400390625,1901400
2025-04-14,23851.650390625,23872.349609375,23207.0,23368.349609375,1242000
2025-04-21,24039.349609375,24365.44921875,23847.849609375,23949.150390625,2008500
2025-04-28,24346.69921875,24589.150390625,24054.05078125,24070.25,1523700
2025-05-05,24008.0,24526.400390625,23935.75,24419.5,1671000
2025-05-12,25019.80078125,25116.25,24378.849609375,24420.099609375,2070700
2025-05-19,24853.150390625,25062.94921875,24462.400390625,25005.349609375,1676600
2025-05-26,24750.69921875,25079.19921875,24677.30078125,24919.349609375,2712200
2025-06-02,25003.05078125,25029.5,24502.150390625,24669.69921875,1665300
2025-06-09,24718.599609375,25222.400390625,24473.0,25160.099609375,1534700
2025-06-16,25112.400390625,25136.19921875,24703.599609375,24732.349609375,1635100
2025-06-23,25637.80078125,25654.19921875,24824.849609375,24939.75,1952200
2025-06-30,25461.0,25669.349609375,25331.650390625,25661.650390625,1328400
2025-07-07,25149.849609375,25548.69921875,25129.0,25450.44921875,1115200
2025-07-14,24968.400390625,25255.30078125,24918.650390625,25149.5,1290000
2025-07-21,24837.0,25246.25,24806.349609375,24999.0,1677200
2025-07-28,24565.349609375,24956.5,24535.05078125,24782.44921875,1400400
2025-08-04,24363.30078125,24736.25,24337.5,24596.05078125,1665500
2025-08-11,24631.30078125,24702.599609375,24347.44921875,24371.5,984300
2025-08-18,24870.099609375,25153.650390625,24852.849609375,24938.19921875,1339200
2025-08-25,24426.849609375,25021.55078125,24404.69921875,24949.150390625,1615600
2025-09-01,24741.0,24980.75,24432.69921875,24432.69921875,1365400
2025-09-08,25114.0,25139.44921875,24751.55078125,24802.599609375,1134500
2025-09-15,25327.05078125,25448.94921875,25048.75,25118.900390625,1347000
2025-09-22,24654.69921875,25331.69921875,24629.44921875,25238.099609375,1432100
2025-09-29,24894.25,24904.80078125,24587.69921875,24728.55078125,1372200
2025-10-06,25285.349609375,25330.75,24881.650390625,24916.55078125,1303400
2025-10-13,25709.849609375,25781.5,25060.55078125,25177.30078125,1611200
2025-10-20,25795.150390625,26104.19921875,25718.19921875,25824.599609375,1076900
2025-10-27,25722.099609375,26097.849609375,25711.19921875,25843.19921875,1575200
2025-11-03,25492.30078125,25803.099609375,25318.44921875,25696.849609375,1005900
2025-11-10,25910.05078125,26010.69921875,25449.25,25503.5,1758000
2025-11-17,26068.150390625,26246.650390625,25856.19921875,25948.19921875,1287900
2025-11-24,26202.94921875,26310.44921875,25842.94921875,26122.80078125,1443300
2025-12-01,26186.44921875,26325.80078125,25891.0,26325.80078125,1231700
2025-12-08,26046.94921875,26178.69921875,25693.25,26159.80078125,1227000
2025-12-15,25966.400390625,26047.150390625,25726.30078125,25930.05078125,1233000
2025-12-22,26042.30078125,26236.400390625,26008.599609375,26055.849609375,800600
2025-12-29,26328.55078125,26340.0,25878.0,26063.349609375,1660600
2026-01-05,25683.30078125,26373.19921875,25623.0,26333.69921875,1737300
2026-01-12,25694.349609375,25899.80078125,25473.400390625,25669.05078125,1442400
2026-01-19,25048.650390625,25653.30078125,24919.80078125,25653.099609375,2128800
2026-01-26,24825.44921875,25458.150390625,24571.75,25063.349609375,2663800
2026-02-02,25693.69921875,26341.19921875,24679.400390625,24796.5,2235600
2026-02-09,25471.099609375,26009.400390625,25444.30078125,25888.69921875,2024600
2026-02-16,25571.25,25885.30078125,25372.69921875,25423.599609375,1524900
2026-02-23,25178.650390625,25771.44921875,25141.30078125,25678.400390625,2011100
2026-03-02,24450.44921875,24989.349609375,24305.400390625,24659.25,2055900
