Date,Close,High,Low,Open,Volume,MA7,MA21,Daily_Return
2014-10-28,357.6180114746094,359.9840087890625,352.6789855957031,353.2149963378906,7845880,358.9288591657366,373.1217636835007,0.013113716357861849
2014-10-29,335.59100341796875,357.8330078125,335.3429870605469,357.0889892578125,18192700,352.1335754394531,372.29562087286087,-0.061593676352636795
2014-10-30,345.30499267578125,350.9129943847656,335.0719909667969,335.7090148925781,30177900,350.2604326520647,371.35652523949034,0.02894591678226255
2014-10-31,338.3210144042969,348.0450134277344,337.1419982910156,345.0090026855469,12545400,347.39986310686385,370.24981108165923,-0.020225535163465924
2014-11-01,325.7489929199219,340.52899169921875,321.05499267578125,338.6499938964844,16677200,344.3252912248884,368.5093340192522,-0.037160037210550945
2014-11-02,325.8919982910156,329.04998779296875,320.6260070800781,326.07501220703125,8603620,340.20928955078125,366.0018572126116,0.00043900479879277476
2014-11-03,327.5539855957031,334.00201416015625,325.4809875488281,325.5690002441406,12948500,336.5757141113281,363.0085231236049,0.005099810100901436
2014-11-04,330.49200439453125,331.7669982910156,325.0769958496094,327.1610107421875,15655500,332.7005702427455,359.65719023204986,0.008969571209719529
2014-11-05,339.4859924316406,343.3689880371094,330.6830139160156,330.6830139160156,19817200,333.25699724469865,357.02447509765625,0.02721393533736638
2014-11-06,349.2900085449219,352.96600341796875,338.42401123046875,339.4580078125,18797000,333.8262852260045,355.4403802780878,0.02887900040604885
2014-11-07,342.4150085449219,352.73199462890625,341.7760009765625,349.8179931640625,16834200,334.411141531808,353.47166660853793,-0.019682784596788183
2014-11-08,345.4880065917969,347.0320129394531,342.15399169921875,342.15399169921875,8535470,337.2310006277902,351.2833818708147,0.008974484091493373
2014-11-09,363.2640075683594,363.6260070800781,344.2550048828125,345.3760070800781,24205600,342.56985909598217,350.03185889834447,0.0514518612438124
2014-11-10,366.92401123046875,374.8160095214844,357.5610046386719,362.2650146484375,30450100,348.1941484723772,349.27371651785717,0.010075326995947043
2014-11-11,367.69500732421875,371.30999755859375,363.7349853515625,365.85699462890625,15838900,353.5088631766183,348.37943086170014,0.0021012418652148757
2014-11-12,423.5610046386719,429.7179870605469,367.9849853515625,367.9849853515625,45783200,365.5195792061942,350.30338396344865,0.1519356972535466
2014-11-13,420.7349853515625,457.0929870605469,401.12298583984375,427.27301025390625,58945000,375.7260044642857,353.27090744745163,-0.00667204784236497
2014-11-14,397.8179931640625,419.25201416015625,384.78900146484375,418.4169921875,29589200,383.6407165527344,355.15057373046875,-0.05446894835320326
2014-11-15,376.13299560546875,405.52801513671875,371.00799560546875,399.6499938964844,15727500,388.01857212611606,356.5249546595982,-0.054509846038187426
2014-11-16,387.8819885253906,390.79901123046875,374.60198974609375,374.7300109863281,11905600,391.5354265485491,358.1048583984375,0.03123627295980591
2014-11-17,387.4079895019531,410.1990051269531,377.50201416015625,388.3489990234375,41518800,394.46170915876115,359.74385724748885,-0.0012220186486088247
2014-11-18,375.197998046875,392.4020080566406,371.11700439453125,387.7850036621094,32222500,395.53356497628346,360.58099946521577,-0.031517139000605376
2014-11-19,380.55499267578125,386.4809875488281,373.89599609375,373.89599609375,18931800,389.3898489815848,362.7221418108259,0.01427778041672001
2014-11-20,357.8399963378906,382.0249938964844,356.781005859375,380.3070068359375,25233200,380.4048505510603,363.31904674711683,-0.059689129758029424
2014-11-21,350.8479919433594,357.8789978027344,344.11199951171875,357.8789978027344,29850100,373.6948503766741,363.91556948707216,-0.019539471456759827
2014-11-22,352.9200134277344,364.84100341796875,350.87799072265625,351.60400390625,15273000,370.3787100655692,365.20942760649183,0.005905752724699953
2014-11-23,367.572998046875,370.8450012207031,353.17498779296875,353.17498779296875,15151600,367.4774257114955,367.1942371186756,0.04151927933138033
2014-11-24,376.9010009765625,387.2090148925781,366.66900634765625,366.947998046875,30930100,365.97642735072543,369.5440949939546,0.02537728010287066
2014-11-25,375.3479919433594,394.70098876953125,374.78399658203125,376.885986328125,25442200,365.9978550502232,371.6800944010417,-0.004120469378375846
2014-11-26,368.3699951171875,377.697998046875,365.8160095214844,376.0190124511719,18601700,364.25714111328125,373.0555231003534,-0.01859073972939984
2014-11-27,369.6700134277344,373.99200439453125,368.2820129394531,370.50201416015625,8748030,365.9471435546875,374.02599952334447,0.0035291102092429583
2014-11-28,376.4469909667969,382.8380126953125,358.4549865722656,369.3739929199219,22946500,369.60414341517856,375.64657011486236,0.018332505458648285
2014-11-29,375.4909973144531,387.60101318359375,372.1449890136719,376.1520080566406,15375600,372.8285696847098,377.07528395879837,-0.0025395173166042895
2014-11-30,378.0469970703125,382.5270080566406,373.3089904785156,375.510009765625,9194440,374.3248552594866,377.77923583984375,0.0068070866522502715
2014-12-01,379.2449951171875,383.6619873046875,376.66900634765625,378.2489929199219,11763000,374.6597115652902,378.36594935825894,0.0031689130085912343
2014-12-02,381.31500244140625,384.0379943847656,377.8630065917969,379.25,12364100,375.5121416364397,379.0145205543155,0.005458232411423403
2014-12-03,375.010009765625,383.0260009765625,374.34600830078125,381.72198486328125,13340100,376.4607151576451,376.7025684175037,-0.01653486654186942
2014-12-04,369.60400390625,378.6549987792969,367.7590026855469,375.7179870605469,14529600,376.4512852260045,374.2677597772507,-0.014415630832770754
2014-12-05,376.85400390625,379.1919860839844,365.7560119628906,369.4419860839844,15181800,376.5094299316406,373.2694745744978,0.019615588368569137
2014-12-06,374.7850036621094,378.447998046875,370.94500732421875,376.7569885253906,7009320,376.40857369559154,373.2052844819568,-0.005490190425720742
2014-12-07,375.0950012207031,376.2919921875,373.2749938964844,374.83599853515625,6491650,375.9868600027902,372.59638032459077,0.0008271343718790902
2014-12-08,361.90899658203125,376.02899169921875,361.885986328125,374.9649963378906,18898700,373.51028878348217,371.3821425664993,-0.03515377329945624
2014-12-09,352.218994140625,363.0669860839844,344.95098876953125,361.8949890136719,32915500,369.3537161690848,370.2879042852493,-0.026774693453109233
2014-12-10,346.364990234375,352.3840026855469,346.364990234375,352.2049865722656,16427700,365.2615705217634,368.6598089308966,-0.016620352688625162
2014-12-11,350.5060119628906,361.35699462890625,338.76300048828125,344.3399963378906,32431300,362.53328595842635,368.3105715797061,0.011955659045429279
2014-12-12,352.5419921875,352.9830017089844,349.2909851074219,350.8330078125,16989800,359.06014142717635,368.3912382579985,0.0058086884536090455
2014-12-13,347.3760070800781,352.3810119628906,346.5880126953125,352.3810119628906,11675900,355.14457048688615,368.1272379557292,-0.014653531272593279
2014-12-14,351.6319885253906,353.3160095214844,345.4179992675781,346.72698974609375,12415200,351.79271153041293,367.3681422642299,0.012251800235389965
2014-12-15,345.3450012207031,351.81500244140625,344.9339904785156,351.3609924316406,17264200,349.42642647879467,365.865475609189,-0.017879452125651896
2014-12-16,327.06201171875,345.8590087890625,327.06201171875,345.6730041503906,30864900,345.8325718470982,363.5661432175409,-0.05294123105105797
2014-12-17,319.7760009765625,333.9540100097656,315.1520080566406,326.8550109863281,37567900,342.03414481026783,361.2521434965588,-0.02227715381526163
2014-12-18,311.39599609375,323.7090148925781,304.23199462890625,319.7850036621094,39173000,336.4469996861049,358.47719029017856,-0.026205859280311383
2014-12-19,317.8429870605469,318.5329895019531,306.7690124511719,311.1789855957031,23823100,331.489998953683,355.6865234375,0.020703512722289208
2014-12-20,329.95599365234375,330.32501220703125,316.04400634765625,317.6189880371094,20856700,329.00142560686385,353.51818992978053,0.03811003257872558
2014-12-21,320.8429870605469,329.6289978027344,318.90301513671875,329.5429992675781,15207600,324.6029968261719,350.794189453125,-0.02761885453548918
2014-12-22,331.885986328125,334.11700439453125,320.42498779296875,321.0679931640625,22315100,322.68028041294644,348.53899855840774,0.034418702333968154
2014-12-23,334.5719909667969,336.2869873046875,329.60198974609375,332.0169982910156,16574200,323.75313459123885,346.3131408691406,0.00809315472578076
2014-12-24,322.53399658203125,334.7409973144531,321.35699462890625,334.385009765625,15092300,324.14713396344865,343.8142830984933,-0.0359802814036525
2014-12-25,319.00799560546875,322.6700134277344,316.9580078125,322.2860107421875,9883640,325.2345624651228,341.40494936988466,-0.01093218393697526
2014-12-26,327.92401123046875,331.42401123046875,316.62701416015625,319.1520080566406,16410500,326.6747087751116,339.07494971865697,0.027949191706237997
2014-12-27,315.8630065917969,328.9110107421875,312.6300048828125,327.5830078125,15185200,324.6614249093192,336.2691403343564,-0.036779876512901266
2014-12-28,317.239013671875,320.02801513671875,311.0780029296875,316.1600036621094,11676600,324.14657156808033,333.51409330822173,0.004356341361166027
2014-12-29,312.6700134277344,320.2669982910156,312.3070068359375,317.70098876953125,12302500,321.4014325823103,331.1693798246838,-0.014402390775512863
2014-12-30,310.73699951171875,314.8089904785156,309.37298583984375,312.718994140625,12528300,317.9964338030134,329.19404674711683,-0.006182281104684106
2014-12-31,320.1929931640625,320.1929931640625,310.21099853515625,310.91400146484375,13942900,317.66200474330356,327.94776117234005,0.030430858466170996
2015-01-01,314.2489929199219,320.43499755859375,314.00299072265625,320.43499755859375,8036550,316.9821472167969,326.22123645600817,-0.01856380486469611
2015-01-02,315.0320129394531,315.8389892578125,313.56500244140625,314.0790100097656,7860650,315.1404331752232,324.43504696800596,0.0024917184690256278
2015-01-03,281.0820007324219,315.1499938964844,281.0820007324219,314.84600830078125,33054400,310.17171805245533,321.2781895228795,-0.10776686435849991
2015-01-04,264.19500732421875,287.2300109863281,257.61199951171875,281.14599609375,55629100,302.594002859933,317.1145237513951,-0.0600785299812876
2015-01-05,274.4739990234375,278.34100341796875,265.0840148925781,265.0840148925781,43962800,297.1374293736049,313.73971412295384,0.03890683553533014
2015-01-06,286.1889953613281,287.5530090332031,272.6960144042969,274.6109924316406,23245700,293.6305716378348,311.79338001069567,0.04268162514326268
2015-01-07,294.3370056152344,298.7539978027344,283.0790100097656,286.0769958496094,24866800,289.9368591308594,310.58199927920384,0.028470732229305185
2015-01-08,283.3489990234375,294.135009765625,282.17498779296875,294.135009765625,19982500,285.5225742885045,309.24642799014134,-0.03733137995621494
2015-01-09,290.4079895019531,291.114013671875,280.5329895019531,282.38299560546875,18718600,282.0048566545759,307.93999953497024,0.024912706601556422
2015-01-10,274.7959899902344,288.12701416015625,273.96600341796875,287.3030090332031,15264300,281.1068551199777,305.3133326939174,-0.05375884988044988
2015-01-11,265.6600036621094,279.63800048828125,265.03900146484375,274.6080017089844,18200800,281.3161403111049,302.6855715797061,-0.03324643248414827
2015-01-12,267.7959899902344,272.2030029296875,265.20001220703125,266.14599609375,18880300,280.3621390206473,299.6336669921875,0.00804030075540374
2015-01-13,225.86099243164062,268.2770080566406,219.906005859375,267.3940124511719,72843904,271.7438528878348,294.4569527762277,-0.1565930750498653
2015-01-14,178.10299682617188,223.8939971923828,171.50999450683594,223.8939971923828,97638704,255.13899448939733,287.5792861211868,-0.21144862196566871
2015-01-15,209.843994140625,229.06700134277344,176.89700317382812,176.89700317382812,81773504,244.6382795061384,282.3810003371466,0.17821708719158869
2015-01-16,208.0970001220703,221.59100341796875,199.77099609375,209.07000732421875,38421000,232.8795667375837,276.6749521891276,-0.00832520380537527
2015-01-17,199.25999450683594,211.7310028076172,194.875,207.83399963378906,23469700,222.08871023995536,271.1224278041295,-0.04246580013191237
2015-01-18,210.33900451660156,218.69500732421875,194.50599670410156,200.0500030517578,30085100,214.18571036202567,266.03195117768786,0.05560077444138223
2015-01-19,214.86099243164062,216.72799682617188,207.3179931640625,211.4709930419922,18658300,206.62356785365515,261.3743787493025,0.021498570488300173
2015-01-20,211.31500244140625,215.24099731445312,205.1529998779297,212.90699768066406,24051100,204.54556928362166,256.6399979364304,-0.016503647079460282
2015-01-21,226.89700317382812,227.78799438476562,211.21200561523438,211.3780059814453,29924600,211.5161416190011,252.19733174641928,0.0737382606648691
2015-01-22,233.406005859375,237.0189971923828,226.4340057373047,227.32200622558594,33544600,214.88214329310827,248.34766569591704,0.028687036825075563
2015-01-23,232.87899780273438,234.84500122070312,225.1959991455078,233.51699829101562,24621700,218.42242867606026,244.4356173560733,-0.0022579027249116645
2015-01-24,247.8470001220703,248.2100067138672,230.02200317382812,232.6999969482422,24782500,225.3634294782366,242.85299827938988,0.06427373211222309
2015-01-25,253.71800231933594,255.07400512695312,243.88999938964844,247.3520050048828,33582700,231.5604291643415,242.35409327915735,0.02368800991891784
2015-01-26,273.4729919433594,309.3840026855469,254.07899475097656,254.07899475097656,106794000,239.9335719517299,242.3064262753441,0.07786199419605744
2015-01-27,263.4750061035156,275.4800109863281,250.6529998779297,273.1669921875,44399000,247.38500104631697,241.2248077392578,-0.03655931713327831
2015-01-28,233.9149932861328,266.5350036621094,227.04600524902344,263.35101318359375,44352200,248.38757106236048,238.34756905691964,-0.11219285371519871
2015-01-29,233.51300048828125,238.70599365234375,220.71200561523438,233.34800720214844,32213400,248.4028560093471,235.97442626953125,-0.001718542245643162
2015-01-30,226.4250030517578,242.8509979248047,225.83900451660156,232.77200317382812,26605200,247.4808567592076,232.92761739095053,-0.03035375941254781
2015-01-31,217.46400451660156,233.50399780273438,216.3090057373047,226.4409942626953,23348200,243.1404288155692,230.19752284458704,-0.03957601154633916
2015-02-01,226.9720001220703,231.57400512695312,212.01499938964844,216.86700439453125,29128500,239.31957135881697,228.35523696172805,0.043722158187070814
2015-02-02,238.22900390625,242.1750030517578,222.65899658203125,226.49099731445312,30612100,234.2847159249442,226.94728524344308,0.04959644263664864
2015-02-03,227.26800537109375,245.95700073242188,224.48300170898438,237.45399475097656,40783700,229.11228724888392,227.01428585960753,-0.046010344481269505
2015-02-04,226.85299682617188,230.05799865722656,221.11300659179688,227.51100158691406,26594300,228.10343061174666,229.33571443103608,-0.001826075536872085
2015-02-05,217.11099243164062,239.40499877929688,214.72500610351562,227.6649932861328,22516400,225.76028660365515,229.68176196870348,-0.042944129153365984
2015-02-06,222.26600646972656,230.50999450683594,216.23199462890625,216.92300415039062,24435300,225.16614423479353,230.35647655668714,0.023743680503459652
2015-02-07,227.75399780273438,230.2989959716797,222.60699462890625,222.63299560546875,21604200,226.63614327566964,231.71333385649183,0.02469109613374587
2015-02-08,223.41200256347656,229.43800354003906,221.07699584960938,227.6929931640625,17145200,226.12757219587053,232.33585757300966,-0.01906440844572377
2015-02-09,220.11000061035156,223.9770050048828,217.0189971923828,223.38900756835938,27791300,223.53914315359933,232.58581034342447,-0.01477987715627238
2015-02-10,219.83900451660156,221.8070068359375,215.33200073242188,220.28199768066406,21115100,222.4778573172433,232.99171520414808,-0.0012311848303054873
2015-02-11,219.18499755859375,223.406005859375,218.07400512695312,219.73199462890625,17201900,221.38242885044642,232.62447684151786,-0.0029749359511789253
2015-02-12,221.76400756835938,222.19900512695312,217.61399841308594,219.20799255371094,15206200,222.0471452985491,232.07009597051712,0.011766361924821833
2015-02-13,235.427001953125,240.25900268554688,221.26199340820312,221.968994140625,42744400,223.92728751046317,232.1914295014881,0.061610513511999754
2015-02-14,257.3210144042969,259.8080139160156,235.5279998779297,235.5279998779297,49732500,228.1511470249721,232.64257303873697,0.09299703207166998
2015-02-15,234.8249969482422,265.6109924316406,227.6840057373047,257.5069885253906,56552400,229.78157479422433,231.74290611630394,-0.08742394206758974
2015-02-16,233.84300231933594,239.52099609375,229.02200317382812,234.8249969482422,28153700,231.7434321812221,229.85576375325522,-0.004181814720187971
2015-02-17,243.61000061035156,245.77499389648438,232.31399536132812,233.4219970703125,27363100,235.13928876604353,228.90981111072358,0.04176733190278581
2015-02-18,236.3260040283203,244.25100708007812,232.33999633789062,243.77999877929688,25200800,237.58800397600447,229.02462114606584,-0.02990023629482208
2015-02-19,240.2830047607422,242.6719970703125,235.5919952392578,236.41000366210938,18270500,240.23357500348772,229.34700230189733,0.016743822791281504
2015-02-20,243.7790069580078,247.1009979248047,239.2989959716797,240.25100708007812,23876700,241.42671857561385,230.17338344029017,0.014549519225243168
2015-02-21,244.53399658203125,255.32000732421875,243.1840057373047,243.7519989013672,12284200,239.6000017438616,231.4624306815011,0.003097024774383117
2015-02-22,235.9770050048828,246.39199829101562,233.8509979248047,244.54400634765625,19527000,239.7645743233817,231.89124043782553,-0.03499305494022753
2015-02-23,238.89199829101562,240.10899353027344,232.42100524902344,235.9949951171875,16400000,240.48585946219308,231.92281159900483,0.012352870086102197
2015-02-24,238.73500061035156,239.9010009765625,236.40199279785156,238.9980010986328,14200400,239.78943089076452,232.46885899135046,-0.0006571910394118641
2015-02-25,237.47000122070312,239.33999633789062,235.52999877929688,238.88999938964844,11496200,239.9528590611049,232.97443062918526,-0.005298759655745222
2015-02-26,236.42599487304688,237.7100067138672,234.2570037841797,237.33700561523438,13619400,239.40185764857702,233.89419265020462,-0.00439637150919947
2015-02-27,253.8280029296875,256.65301513671875,236.43600463867188,236.43600463867188,44013900,240.8374285016741,235.3971448625837,0.07360446158209011
2015-02-28,254.26300048828125,254.69200134277344,249.47900390625,253.52000427246094,13949300,242.22728620256697,236.65947832380022,0.0017137492852363767
2015-03-01,260.2019958496094,261.6600036621094,245.93299865722656,254.2830047607422,25213700,245.68799918038505,238.41138276599702,0.02335768613570588
2015-03-02,275.6700134277344,276.3009948730469,258.31298828125,260.35699462890625,40465700,250.94200134277344,241.05709766206286,0.059446191131697246
2015-03-03,281.7019958496094,285.7959899902344,268.1610107421875,275.0459899902344,50461300,257.0801435198103,244.0029543922061,0.02188116997881684
2015-03-04,273.0920104980469,284.2250061035156,268.1260070800781,281.989990234375,41383000,262.1690019880022,246.56995500837053,-0.030564161697168357
2015-03-05,276.1780090332031,281.6669921875,264.7690124511719,272.739013671875,41302400,267.84786115373885,249.16109793526786,0.011300215372570532
2015-03-06,272.7229919433594,277.6080017089844,270.0150146484375,275.6000061035156,28918900,270.5471452985491,250.93709745861236,-0.012510109338315867
2015-03-07,276.260986328125,277.85400390625,270.13299560546875,272.29400634765625,17825900,273.68971470424106,251.83900088355654,0.012972849702017175
2015-03-08,274.35400390625,277.8580017089844,272.56500244140625,276.4330139160156,22067900,275.71143014090404,253.72133454822358,-0.006902829267430466
2015-03-09,289.60699462890625,292.70098876953125,273.89300537109375,274.81201171875,59178200,277.70242745535717,256.3767627534412,0.0555960201254011
2015-03-10,291.760009765625,300.04400634765625,289.7430114746094,289.86199951171875,67770800,279.13928658621654,258.6696203322638,0.007434264975117566
2015-03-11,296.3789978027344,297.3909912109375,290.50799560546875,291.5249938964844,33963900,282.4659990583147,261.52928670247394,0.01583146381445455
2015-03-12,294.35400390625,297.0880126953125,292.4129943847656,296.12701416015625,32585200,285.0625697544643,264.1040961855934,-0.006832447344437664
2015-03-13,285.3370056152344,294.49798583984375,285.3370056152344,294.1180114746094,31421500,286.8645717075893,266.0830485026042,-0.03063317696159995
2015-03-14,281.885009765625,286.3420104980469,280.97601318359375,284.4419860839844,22612300,287.66800362723217,267.8616681780134,-0.012097960592830526
2015-03-15,286.39300537109375,286.52899169921875,280.9960021972656,281.42498779296875,11970100,289.3878609793527,270.2624301002139,0.015992321156832467
2015-03-16,290.5929870605469,294.11199951171875,285.68499755859375,285.68499755859375,21516100,289.5287170410156,272.7243819463821,0.014665098695448187
2015-03-17,285.5050048828125,292.364990234375,284.3739929199219,290.5950012207031,21497200,288.63514491489957,274.95152500697543,-0.01750896409855296
2015-03-18,256.29901123046875,285.33599853515625,249.8699951171875,285.0669860839844,57008000,282.909432547433,275.84814453125,-0.10229590778743636
2015-03-19,260.9280090332031,264.2439880371094,248.63600158691406,255.8800048828125,52732000,278.13429042271207,277.01490711030505,0.018060927275961758
2015-03-20,261.7489929199219,264.8479919433594,259.1619873046875,260.95599365234375,18456700,274.7645743233817,277.39209710984005,0.003146399996537985
2015-03-21,260.0249938964844,262.1960144042969,255.64999389648438,261.6440124511719,17130100,271.6417149135045,277.6664777483259,-0.006586459050732407
2015-03-22,267.9599914550781,269.74700927734375,259.5899963378906,259.9169921875,18438100,269.00842721121654,278.03590611049106,0.03051628783713256
2015-03-23,266.739990234375,277.2969970703125,261.7449951171875,267.8949890136719,22811900,265.6008562360491,277.6106669108073,-0.004552923046751367
2015-03-24,245.59500122070312,267.00299072265625,244.15499877929688,266.5769958496094,40073700,259.89942714146207,275.8912862141927,-0.07927191192851335
2015-03-25,246.19700622558594,249.19000244140625,236.51499938964844,247.4720001220703,35866900,258.45628356933594,274.6105717250279,0.0024512103336411517
2015-03-26,248.53199768066406,254.35400390625,244.90499877929688,246.2760009765625,25730000,256.6854248046875,273.2940949939546,0.00948423984058766
2015-03-27,247.0290069580078,256.8110046386719,245.21299743652344,248.5659942626953,17274900,254.5825696672712,272.07057189941406,-0.006047473712368467
2015-03-28,252.79800415039062,254.2050018310547,246.97500610351562,246.97500610351562,16040900,253.5501425606864,270.95328703380767,0.023353521367486474
2015-03-29,242.71299743652344,253.13900756835938,240.85000610351562,252.74000549316406,21699400,249.94342912946428,269.44657244001115,-0.039893537719022376
2015-03-30,247.5260009765625,249.24200439453125,239.21400451660156,242.87899780273438,23009600,247.19857352120536,267.44271559942337,0.019830019780040065
2015-03-31,244.2239990234375,248.72999572753906,242.73899841308594,247.45399475097656,22672000,247.00271606445312,265.1790960402716,-0.013340020604290626
2015-04-01,247.27200317382812,247.54100036621094,241.16000366210938,244.22300720214844,22877200,247.15628705705916,262.8406677246094,0.012480362956050595
2015-04-02,253.0050048828125,254.46099853515625,245.41600036621094,247.08900451660156,26272600,247.7952880859375,260.87166777111236,0.023185001275515038
2015-04-03,254.32200622558594,256.0429992675781,251.87899780273438,253.07400512695312,23146600,248.83714512416296,259.39476303827195,0.005205435929551916
2015-04-04,253.69700622558594,255.25799560546875,251.10000610351562,254.29100036621094,12493500,248.96557399204798,258.05247715541293,-0.002457514429347607
2015-04-05,260.5979919433594,260.67498779296875,251.94200134277344,253.76100158691406,19649200,251.52057320731026,256.8241431826637,0.027201683695223133
2015-04-06,255.49200439453125,261.7980041503906,254.5749969482422,260.72100830078125,20034200,252.6585736955915,255.15266781761534,-0.0195933495525088
2015-04-07,253.17999267578125,255.80499267578125,252.2050018310547,255.2740020751953,18467400,253.93800136021204,253.6133815220424,-0.009049252731916368
2015-04-08,245.02200317382812,253.8470001220703,244.21499633789062,253.06399536132812,30086400,253.6165727887835,253.07638113839286,-0.03222209391719244
2015-04-09,243.67599487304688,246.1179962158203,239.39999389648438,244.75100708007812,21643500,252.28385707310267,252.2548566545759,-0.005493418074075329
2015-04-10,236.07200622558594,243.69400024414062,232.77099609375,243.69400024414062,28882000,249.67671421595983,251.03214300246466,-0.031205325134396444
2015-04-11,236.552001953125,239.53700256347656,234.1750030517578,236.01600646972656,16365200,247.22742789132255,249.9143814813523,0.002033259831241363
2015-04-12,236.1529998779297,237.72799682617188,233.4949951171875,236.53500366210938,12387900,243.73528616768974,248.39976283482142,-0.0016867414855967766
2015-04-13,224.58700561523438,236.93499755859375,221.99600219726562,235.9499969482422,31181800,239.3202863420759,246.3924778529576,-0.04897669844835306
2015-04-14,219.15899658203125,224.9759979248047,216.322998046875,224.75900268554688,31719000,234.46014404296875,245.1336204892113,-0.024168847250684022
2015-04-15,223.83299255371094,223.83299255371094,218.6490020751953,219.072998046875,22562000,231.43314252580916,244.06866745721726,0.02132696373215137
2015-04-16,228.572998046875,229.6719970703125,223.91700744628906,223.91700744628906,24805400,229.27557155064173,243.1182389032273,0.02117652737018494
2015-04-17,222.8820037841797,228.906005859375,221.94200134277344,228.5749969482422,20429800,227.3912854875837,241.96838160923548,-0.0248979289387814
2015-04-18,223.3560028076172,224.3159942626953,220.87600708007812,222.85299682617188,12939000,225.50614275251115,240.5663815452939,0.0021266814520228827
2015-04-19,222.60000610351562,226.35299682617188,222.3730010986328,223.45599365234375,15021500,223.57000078473772,239.60862005324591,-0.0033847163031150984
2015-04-20,224.62600708007812,226.3509979248047,221.9770050048828,222.61199951171875,18364700,223.57557242257255,238.51814415341332,0.00910153154093063
2015-04-21,235.2689971923828,235.2689971923828,224.30099487304688,224.6199951171875,24978000,225.8770010811942,238.09171549479166,0.04738093442808933
2015-04-22,234.17599487304688,237.90899658203125,233.4759979248047,235.6020050048828,23847900,227.35457284109933,237.46809605189733,-0.004645755847049293
2015-04-23,236.46200561523438,236.47500610351562,233.19900512695312,234.05299377441406,17036000,228.48157392229353,236.68033418201264,0.00976193458012986
2015-04-24,231.26800537109375,236.30499267578125,229.93299865722656,235.97000122070312,21448700,229.67957414899553,235.58252461751303,-0.021965474878836044
2015-04-25,226.38999938964844,232.56100463867188,226.33700561523438,231.23500061035156,13957200,230.11300223214286,234.28219095865884,-0.021092437640122474
2015-04-26,219.42999267578125,226.94400024414062,214.87399291992188,226.41000366210938,28943700,229.66014317103796,232.32181004115515,-0.03074343713340466
2015-04-27,229.28599548339844,233.30499267578125,218.0229949951172,219.4290008544922,38574000,230.3258558000837,231.07390485491072,0.04491638853663882
2015-04-28,225.85499572753906,229.4949951171875,223.06900024414062,228.968994140625,21469200,228.98099844796317,229.77271452404204,-0.014963843511793584
