datetime,Symbol,Open,High,Low,Close,Volume,RSI_14,SMA_20,SMA_50,EMA_20,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,BBL_20_2.0_2.0,BBM_20_2.0_2.0,BBU_20_2.0_2.0,BBB_20_2.0_2.0,BBP_20_2.0_2.0,ATRr_14,Target_Close
2025-11-05 17:30:00,OANDA:SPX500USD,6766.8,6775.8,6761.6,6774.8,3275.0,47.22432941281737,6772.705,6809.904,6776.093518387702,-12.822776229458213,3.551893637133915,-16.37466986659213,6741.015421769596,6772.705,6804.394578230404,0.9358027030677888,0.5330550312908593,17.52318594569534,6784.8
2025-11-05 18:30:00,OANDA:SPX500USD,6774.4,6787.2,6769.8,6784.8,3755.0,51.06714879319043,6771.39,6808.180000000001,6776.9227071126825,-10.697350952225861,4.541855131493016,-15.239206083718877,6744.605801987782,6771.39,6798.174198012219,0.7910989623169966,0.7503341708025468,17.514386949574217,6801.5
2025-11-05 19:30:00,OANDA:SPX500USD,6785.2,6803.9,6769.4,6801.5,10803.0,56.733103646886605,6772.02,6806.77,6779.263401673379,-7.578030852374468,6.128940185075528,-13.706971037449996,6743.002067250535,6772.02,6801.037932749466,0.8569948922024807,1.0079617534185454,18.72764502460463,6806.6
2025-11-05 20:30:00,OANDA:SPX500USD,6798.3,6810.4,6789.8,6806.6,12487.0,58.320317263751754,6772.85,6805.454,6781.866887228295,-4.640922160440823,7.252839101607339,-11.893761262048162,6740.868393444129,6772.85,6804.831606555872,0.9444061674441814,1.0276470389478247,18.86138466570426,6823.0
2025-11-05 21:30:00,OANDA:SPX500USD,6806.9,6826.8,6795.6,6823.0,7578.0,63.018429072795165,6774.98,6804.554,6785.784326539886,-0.9786185167840813,8.732114196211265,-9.710732712995346,6735.977457572751,6774.98,6813.9825424272485,1.151369964996176,1.1156008943464604,19.742714332439657,6831.3
2025-11-05 22:30:00,OANDA:SPX500USD,6823.3,6837.8,6819.5,6831.3,2492.0,65.1589018390591,6777.400000000001,6803.724,6790.119152583707,2.5639683096342196,9.819760818103653,-7.255792508469433,6731.019922607361,6777.400000000001,6823.78007739264,1.3686687341056918,1.0810684568688695,19.639663308693983,6836.0
2025-11-05 23:30:00,OANDA:SPX500USD,6831.0,6837.8,6829.5,6836.0,1501.0,66.34673647944712,6779.89,6803.404,6794.488757099544,5.685209061845853,10.35280125625223,-4.667592194406376,6726.676827906896,6779.89,6833.103172093105,1.5697355589280868,1.0272190868628024,18.829687358073,6832.0
2025-11-06 00:30:00,OANDA:SPX500USD,6835.5,6835.5,6826.5,6832.0,1437.0,64.33640462142263,6782.860000000001,6803.032,6798.061256423397,7.746748579255836,9.93147261892977,-2.184724039673934,6724.937750843323,6782.860000000001,6840.7822491566785,1.7079004772817936,0.9241893289319377,18.16328111821064,6804.5
2025-11-06 01:30:00,OANDA:SPX500USD,6831.5,6834.8,6803.5,6804.5,2007.0,52.547850730241414,6785.445000000001,6801.86,6798.6744700973595,7.0799006390016075,7.411699742940433,-0.33179910393882567,6728.566126852529,6785.445000000001,6842.323873147472,1.6764964758382535,0.6675050765386555,19.101618181195608,6809.2
2025-11-06 02:30:00,OANDA:SPX500USD,6804.8,6811.2,6800.6,6809.2,2009.0,54.0959699719741,6788.945,6800.692000000001,6799.676901516658,6.851687573115669,5.746789341643596,1.1048982314720732,6735.539048232333,6788.945,6842.350951767667,1.5733210909107946,0.6896324223198557,18.4943597396816,6815.0
2025-11-06 04:30:00,OANDA:SPX500USD,6809.8,6815.2,6801.2,6815.0,1896.0,56.00354245711495,6791.955,6799.684,6801.1362442293575,7.057484315534566,4.762068867249994,2.295415448284572,6739.882763736579,6791.955,6844.0272362634205,1.533350449566305,0.7212791465630659,18.173334043990057,6801.2
2025-11-06 05:30:00,OANDA:SPX500USD,6815.2,6815.2,6791.0,6801.2,4647.0,50.61417076650947,6793.285,6798.436,6801.142316207514,6.037439206995259,2.9936190069685495,3.0438202000267096,6741.722864770032,6793.285,6844.8471352299675,1.5180324461572767,0.5767520581207409,18.60381018370504,6795.6
2025-11-06 06:30:00,OANDA:SPX500USD,6801.0,6801.0,6786.2,6795.6,4715.0,48.57150268988877,6794.745000000001,6797.07,6800.614476568703,4.722732193673437,1.3431295949173818,3.379602598756055,6744.758623961389,6794.745000000001,6844.731376038612,1.471324561513685,0.5085523303323602,18.346395170583254,6802.6
2025-11-06 07:30:00,OANDA:SPX500USD,6795.2,6803.2,6788.2,6802.6,3123.0,51.22151956171811,6796.455000000001,6795.866,6800.80357403835,4.1972753348745755,0.6541381888948159,3.5431371459797596,6747.94522995856,6796.455000000001,6844.964770041442,1.427502132845455,0.5633377564431865,18.10736694411302,6803.6
2025-11-06 08:30:00,OANDA:SPX500USD,6802.2,6806.6,6799.8,6803.6,1843.0,51.60516537015937,6797.7750000000015,6794.846,6801.069900320412,3.8175324929679846,0.2195162775905799,3.5980162153774047,6750.040785193873,6797.7750000000015,6845.50921480613,1.4044070245375542,0.5610149347135694,17.29969787667639,6806.6
2025-11-06 09:30:00,OANDA:SPX500USD,6803.4,6807.8,6800.6,6806.6,1099.0,52.80441475590966,6799.795,6794.021999999999,6801.596576480372,3.715824767907179,0.09424684202381961,3.6215779258833596,6754.321052571428,6799.795,6845.268947428573,1.3375093639903115,0.574823062267567,16.578290885485206,6798.2
2025-11-06 10:30:00,OANDA:SPX500USD,6807.0,6807.6,6797.2,6798.2,1431.0,49.13305472634825,6800.985000000001,6793.102,6801.273093006051,2.9237081768442295,-0.5582957992313045,3.482003976075534,6757.090999690646,6800.985000000001,6844.879000309355,1.2908130310346178,0.468275846580709,16.136984393664875,6795.6
2025-11-06 11:30:00,OANDA:SPX500USD,6798.0,6801.6,6793.8,6795.6,2148.0,48.02014746390608,6802.095000000001,6792.389999999999,6800.732798434046,2.062377990947425,-1.1357007881024872,3.1980787790499123,6760.0544944694675,6802.095000000001,6844.135505530535,1.2361046274870804,0.42275306971173865,15.541485508403111,6788.8
2025-11-06 12:30:00,OANDA:SPX500USD,6795.8,6802.0,6788.2,6788.8,2625.0,45.14029741775172,6803.875,6791.545999999999,6799.596341440328,0.8215936231827072,-1.901188124693764,2.7227817478764713,6767.98675973284,6803.875,6839.76324026716,1.054935320450765,0.2899729843567379,15.417093686374331,6793.2
2025-11-06 13:30:00,OANDA:SPX500USD,6789.0,6795.2,6784.2,6793.2,5275.0,47.34093232726271,6805.205000000001,6790.853999999999,6798.987166065059,0.19110337922757026,-2.025342694919121,2.2164460741466914,6773.393087302501,6805.205000000001,6837.016912697501,0.9349288580579068,0.3113128230585058,15.10158699449045,6804.2
2025-11-06 14:30:00,OANDA:SPX500USD,6793.4,6808.0,6792.8,6804.2,2396.0,52.47371748693168,6806.675000000001,6790.7699999999995,6799.483626439815,0.5724446025769794,-1.3152011772557697,1.887645779832749,6778.241078449562,6806.675000000001,6835.10892155044,0.8354716965460742,0.4564780398720084,15.108616494883977,6809.2
2025-11-06 15:30:00,OANDA:SPX500USD,6804.4,6813.8,6803.2,6809.2,1955.0,54.63809592779657,6807.895,6790.974,6800.408995350309,1.2635530299585298,-0.4992741998993755,1.7628272298579053,6781.38418989108,6807.895,6834.405810108921,0.7788254698088278,0.5246126013244735,14.786572459535147,6808.8
2025-11-06 16:30:00,OANDA:SPX500USD,6809.6,6814.2,6807.6,6808.8,1925.0,54.42456098211031,6808.26,6791.146000000001,6801.20813865028,1.7587114499301606,-0.0032926239421957604,1.7620040738723564,6781.919444916538,6808.26,6834.6005550834625,0.7737822904372711,0.5102503534623497,14.201817283854027,6816.6
2025-11-06 17:30:00,OANDA:SPX500USD,6808.6,6818.6,6808.4,6816.6,2508.0,57.881307824417114,6808.76,6791.626,6802.674030207396,2.7488360074585216,0.7894655468689322,1.9593704605895894,6782.173624383518,6808.76,6835.346375616483,0.7809461815802776,0.6474439410827328,13.91597319215022,6812.0
2025-11-06 18:30:00,OANDA:SPX500USD,6816.2,6824.0,6811.6,6812.0,1599.0,55.221251273269026,6808.210000000001,6792.442000000001,6803.5622178066915,3.126297287487432,0.9335414615182742,2.192755825969158,6782.420822343274,6808.210000000001,6833.999177656728,0.757590546023894,0.5734804352904695,13.807689392710893,6769.0
2025-11-06 19:30:00,OANDA:SPX500USD,6812.6,6814.2,6768.5,6769.0,10894.0,37.7543782261191,6805.095000000001,6791.986000000001,6800.270578015578,-0.04379769012393808,-1.7892428128744768,1.7454451227505388,6776.187344849238,6805.095000000001,6834.002655150764,0.8495885847519622,-0.12431559757706799,16.085711578945816,6736.3
2025-11-06 20:30:00,OANDA:SPX500USD,6768.5,6781.0,6734.5,6736.3,17429.0,29.986552981994954,6800.110000000001,6790.888000000001,6794.178142014095,-5.135538225972596,-5.504786678978507,0.36924845300591197,6761.041967570732,6800.110000000001,6839.1780324292695,1.149041189900425,-0.3166523373748837,18.258160751878258,6720.1
2025-11-06 21:30:00,OANDA:SPX500USD,6736.0,6746.9,6717.8,6720.1,13988.0,27.020508947125485,6794.515000000001,6789.43,6787.123080869896,-10.35857667171149,-8.58226009977392,-1.7763165719375684,6744.234679480153,6794.515000000001,6844.795320519849,1.4800267721786737,-0.2400012493021589,19.032577841029774,6739.3
2025-11-06 22:30:00,OANDA:SPX500USD,6720.2,6743.6,6715.1,6739.3,11219.0,35.2011819039918,6791.255000000001,6788.472,6782.568501739429,-12.80103042069004,-8.819771079001978,-3.981259341688063,6735.539615183391,6791.255000000001,6846.970384816611,1.6407979030859512,0.033746377495072304,19.70882228095622,6743.3
2025-11-06 23:30:00,OANDA:SPX500USD,6738.8,6750.1,6719.1,6743.3,7623.0,36.79086834794245,6787.960000000001,6787.0380000000005,6778.8286444309115,-14.249664777630642,-8.214724348754064,-6.0349404288765784,6729.012230076558,6787.960000000001,6846.907769923444,1.736833155276196,0.12119008015059916,20.515334975173634,6758.3
2025-11-07 00:30:00,OANDA:SPX500USD,6742.8,6765.1,6741.3,6758.3,6807.0,42.48874665610386,6785.125,6786.010000000001,6776.873535437491,-14.025664176628197,-6.392578998201294,-7.633085178426903,6726.199002699194,6785.125,6844.050997300806,1.7369170737696253,0.272383996633409,20.74995390551839,6731.6
2025-11-07 01:30:00,OANDA:SPX500USD,6757.8,6761.6,6723.8,6731.6,8010.0,36.2285376206003,6781.645,6784.42,6772.56177015773,-15.820243031379505,-6.54972628236208,-9.270516749017425,6718.636881057824,6781.645,6844.653118942177,1.858195731040956,0.10286863946908698,21.96781434083852,6747.4
2025-11-07 02:30:00,OANDA:SPX500USD,6731.3,6748.4,6730.0,6747.4,1848.0,41.70242564001073,6779.235000000001,6783.59,6770.165411095089,-15.785565575342844,-5.212039061060334,-10.57352651428251,6714.803191085461,6779.235000000001,6843.6668089145405,1.9008578081314467,0.2529558727566864,21.71297045935003,6745.6
2025-11-07 04:30:00,OANDA:SPX500USD,6740.2,6749.6,6736.6,6745.6,2019.0,41.26783405822734,6776.385,6782.702000000001,6767.8258481336525,-15.722093886706716,-4.118853897939365,-11.603239988767351,6711.265893740778,6776.385,6841.504106259223,1.921942341210615,0.26362544137620175,21.090615426539312,6746.6
2025-11-07 05:30:00,OANDA:SPX500USD,6745.6,6752.2,6738.2,6746.6,3763.0,41.631756464659304,6773.535,6782.026,6765.8043387875905,-15.413424114849477,-3.0481473008657005,-12.365276813983776,6708.4416977331775,6773.535,6838.628302266822,1.9219891021991418,0.29310467389109474,20.58414289607222,6735.6
2025-11-07 06:30:00,OANDA:SPX500USD,6747.2,6747.6,6722.8,6735.6,7143.0,38.78485571304306,6769.985000000001,6781.08,6762.9277350935345,-15.873430144137274,-2.806522664122797,-13.066907480014477,6704.740318022726,6769.985000000001,6835.2296819772755,1.92746902621719,0.2364919334576824,20.885275546352787,6733.6
2025-11-07 07:30:00,OANDA:SPX500USD,6735.8,6736.2,6723.2,6733.6,4521.0,38.27240122912981,6766.755000000001,6780.028,6760.134617465579,-16.21248409706459,-2.5164612936400896,-13.6960228034245,6700.997471713759,6766.755000000001,6832.512528286243,1.9435468931930213,0.24789958759035663,20.32204157875616,6724.8
2025-11-07 08:30:00,OANDA:SPX500USD,6734.2,6735.6,6719.8,6724.8,3629.0,36.01741928479143,6763.215000000001,6779.072,6756.76941580219,-16.99536130694105,-2.639470802813239,-14.35589050412781,6696.3816558166,6763.215000000001,6830.048344183402,1.9763779262791759,0.21260603169441786,19.99903860884502,6730.0
2025-11-07 09:30:00,OANDA:SPX500USD,6724.8,6732.2,6713.6,6730.0,3818.0,38.32969084864231,6760.2750000000015,6778.616,6754.219947630553,-17.000232496366152,-2.1154735937906732,-14.884758902575479,6693.008714552573,6760.2750000000015,6827.54128544743,1.990045832378959,0.2749615591330464,19.899107279641765,6744.8
2025-11-07 10:30:00,OANDA:SPX500USD,6729.8,6745.4,6729.6,6744.8,2953.0,44.47965132961014,6757.855000000001,6778.728,6753.322809760976,-15.629687331427704,-0.5959427430817783,-15.033744588345925,6692.110887596002,6757.855000000001,6823.599112404001,1.9457094715408858,0.40071354283576144,19.606313902524445,6744.2
2025-11-07 11:30:00,OANDA:SPX500USD,6745.0,6746.6,6740.8,6744.2,2318.0,44.28683444721607,6754.855000000001,6778.516,6752.453970736122,-14.425645537457058,0.4864792407110947,-14.912124778168153,6692.63388410549,6754.855000000001,6817.076115894512,1.8422635539774295,0.4143779419026659,18.620148623772714,6747.4
2025-11-07 12:30:00,OANDA:SPX500USD,6744.6,6749.6,6741.4,6747.4,2645.0,45.64029068924595,6751.765000000001,6777.972,6751.972640189824,-13.062642473378219,1.4795858438319485,-14.542228317210167,6695.009373337131,6751.765000000001,6808.520626662871,1.6812085925049187,0.46154566290026333,17.875852293503286,6742.8
2025-11-07 13:30:00,OANDA:SPX500USD,6747.6,6751.2,6735.6,6742.8,4645.0,43.986067673838626,6748.465000000001,6777.5,6751.099055409841,-12.21285212433213,1.863500954302431,-14.076353078634561,6698.390769838008,6748.465000000001,6798.539230161994,1.4840183704588523,0.44343397809937096,17.71329141539587,6732.4
2025-11-07 14:30:00,OANDA:SPX500USD,6742.8,6746.8,6728.8,6732.4,4280.0,40.419150463642396,6744.255000000001,6776.780000000001,6749.318192989856,-12.237513792465506,1.471071428935245,-13.708585221400751,6705.39896477142,6744.255000000001,6783.111035228582,1.152270643046008,0.3474496956488085,17.73377060001045,6724.4
2025-11-07 15:30:00,OANDA:SPX500USD,6732.6,6736.2,6717.6,6724.4,4152.0,37.87484041093325,6739.875000000001,6775.724000000001,6746.945031752726,-12.755553403767408,0.7624254541066762,-13.517978857874084,6716.512152751012,6739.875000000001,6763.23784724899,0.6932724197107232,0.168811771205008,17.795644128581092,6718.6
2025-11-07 16:30:00,OANDA:SPX500USD,6724.6,6724.6,6696.4,6718.6,7189.0,36.10057081096917,6737.3550000000005,6774.772000000001,6744.245504919133,-13.478740524829846,0.031390666435392234,-13.510131191265238,6716.479380879004,6737.3550000000005,6758.230619120997,0.6196977633209714,0.05079176595207604,18.538812405111067,6698.2
2025-11-07 17:30:00,OANDA:SPX500USD,6718.6,6719.6,6692.8,6698.2,5983.0,30.66017724526729,6735.450000000001,6773.248,6739.860218736359,-15.51908666782947,-1.6071643812513852,-13.911922286578084,6708.191278556441,6735.450000000001,6762.7087214435605,0.8094105499576065,-0.1832675567181024,19.12889723331743,6703.8
2025-11-07 18:30:00,OANDA:SPX500USD,6697.8,6710.8,6693.6,6703.8,6181.0,33.61758912729186,6734.635,6771.856,6736.425912190039,-16.494069125531496,-2.0657174711627277,-14.428351654368768,6704.609587955836,6734.635,6764.660412044164,0.8916715469855193,-0.013481712668007805,18.99111885950903,6686.6
2025-11-07 19:30:00,OANDA:SPX500USD,6703.8,6705.8,6667.9,6686.6,17646.0,29.46129710769551,6732.0,6770.524,6731.680587219559,-18.442057442813166,-3.2109646307555177,-15.231092812057648,6695.210470597124,6732.0,6768.789529402876,1.0929747297348726,-0.11702338595897814,20.341753226686997,6657.6
2025-11-07 20:30:00,OANDA:SPX500USD,6687.0,6696.9,6657.4,6657.6,24874.0,24.060088580203875,6727.715,6768.344,6724.625293198649,-22.071483532504317,-5.472312576357336,-16.59917095614698,6678.576258718424,6727.715,6776.853741281577,1.4607854607865103,-0.2134391131248589,21.710199424780782,6645.2
2025-11-07 21:30:00,OANDA:SPX500USD,6657.1,6664.4,6638.7,6645.2,10492.0,22.187048844161932,6722.06,6765.752,6717.060979560682,-25.65269789300237,-7.242821549484308,-18.40987634351806,6662.760354132583,6722.06,6781.359645867417,1.7643295616943908,-0.14806457842805076,21.99518518015357,6664.7
2025-11-07 22:30:00,OANDA:SPX500USD,6644.7,6668.0,6637.2,6664.7,8728.0,31.25093006861421,6718.715,6763.35,6712.074219602522,-26.610598626805768,-6.5605778266301655,-20.050020800175602,6654.350077385589,6718.715,6783.079922614411,1.9159890727441398,0.08040033448353075,22.62410052442833,6681.5
2025-11-07 23:30:00,OANDA:SPX500USD,6664.9,6686.5,6661.7,6681.5,5983.0,37.95625289448266,6715.42,6760.950000000001,6709.162389164187,-25.717665029337695,-4.534115383329674,-21.18354964600802,6650.49333367559,6715.42,6780.34666632441,1.9336591404382684,0.2387822144562539,22.779521915540606,6725.0
2025-11-08 00:30:00,OANDA:SPX500USD,6681.2,6725.5,6677.7,6725.0,7219.0,51.22223531121346,6714.39,6759.318,6710.670733053312,-21.254908905630145,-0.057087407697697046,-21.19782149793245,6650.840238312582,6714.39,6777.9397616874185,1.892942223714087,0.5834778897534425,24.566698921573433,6735.0
2025-11-08 01:30:00,OANDA:SPX500USD,6724.7,6736.5,6705.2,6735.0,10449.0,53.67444420541094,6713.8099999999995,6757.558,6712.987806095854,-16.71850557331709,3.5834527396922873,-20.301958313009376,6651.294691558986,6713.8099999999995,6776.325308441013,1.8622900690074065,0.6694784887768293,25.047648998603915,6745.8
2025-11-08 02:30:00,OANDA:SPX500USD,6735.0,6747.2,6735.0,6745.8,1268.0,56.233533794873985,6714.32,6755.848,6716.112776943867,-12.112280676794398,6.5517421089719825,-18.66402278576638,6650.896391578021,6714.32,6777.743608421978,1.889204220888439,0.7481725715647838,24.12995978441791,6765.8
2025-11-10 04:30:00,OANDA:SPX500USD,6769.8,6775.3,6759.0,6765.8,3060.0,60.57672072466126,6715.93,6754.4439999999995,6720.844893425404,-6.769941733059568,9.51526484216545,-16.28520657522502,6648.912701369044,6715.93,6782.9472986309565,1.9957712075901997,0.8720681153877801,24.513534085530917,6764.0
2025-11-10 05:30:00,OANDA:SPX500USD,6765.6,6768.0,6752.8,6764.0,4542.0,59.999631697277515,6717.890000000001,6753.084000000001,6724.954903575365,-2.650787953973122,10.907534897001518,-13.55832285097464,6647.568964740264,6717.890000000001,6788.211035259738,2.0935453024606554,0.8278535350744435,23.848281650850126,6777.8
2025-11-10 06:30:00,OANDA:SPX500USD,6764.0,6778.6,6763.6,6777.8,3443.0,62.91645154401899,6720.280000000001,6752.55,6729.987769901521,1.7075323909402869,12.212684193531942,-10.505151802591655,6645.141822724985,6720.280000000001,6795.418177275016,2.236162102621187,0.8827614808213194,23.21626153293226,6777.4
2025-11-10 07:30:00,OANDA:SPX500USD,6777.6,6780.4,6774.0,6777.4,1376.0,62.77356609442393,6721.91,6751.914000000001,6734.50322038709,5.070802947314405,12.460763799924848,-7.389960852610443,6643.202522925903,6721.91,6800.617477074096,2.3418188304840872,0.8525078052480365,22.015099994865647,6779.4
2025-11-10 08:30:00,OANDA:SPX500USD,6777.4,6784.8,6777.4,6779.4,1510.0,63.223295498063806,6723.67,6751.202,6738.7791041597475,7.8076012128803995,12.158049652392673,-4.350448439512275,6641.371541870292,6723.67,6805.968458129708,2.4480219323586017,0.8385847151119491,20.971164280946713,6781.6
2025-11-10 09:30:00,OANDA:SPX500USD,6779.4,6784.4,6779.4,6781.6,1256.0,63.74218966567998,6725.380000000001,6750.8099999999995,6742.857284715962,10.03833944131111,11.511030304658707,-1.472690863347598,6639.655579847239,6725.380000000001,6811.104420152763,2.549281086057945,0.8279112293778986,19.830366832307664,6784.6
2025-11-10 10:30:00,OANDA:SPX500USD,6781.8,6786.8,6781.6,6784.6,1265.0,64.47820047927345,6727.47,6750.59,6746.83278140968,11.910988031206216,10.706943115643051,1.2040449155631647,6638.000920366156,6727.47,6816.939079633845,2.659813559446406,0.8192723130371224,18.78534062999996,6780.6
2025-11-10 11:30:00,OANDA:SPX500USD,6784.2,6787.6,6780.2,6780.6,1422.0,62.652030525007966,6729.880000000001,6750.150000000001,6750.048706989711,12.923336777918848,9.375433489884546,3.547903288034302,6637.308852966173,6729.880000000001,6822.451147033829,2.751048964731267,0.7739514504528323,17.972102013571433,6782.8
2025-11-10 12:30:00,OANDA:SPX500USD,6780.8,6784.8,6779.0,6782.8,2040.0,63.268224683445204,6732.800000000001,6749.734,6753.167877752596,13.744711587703932,8.157446639735703,5.587264947968229,6637.318174779863,6732.800000000001,6828.28182522014,2.8363184773092467,0.7618299340461988,17.1026661554592,6792.6
2025-11-10 13:30:00,OANDA:SPX500USD,6783.2,6792.8,6777.0,6792.6,2764.0,65.96223753481542,6736.500000000001,6749.454000000001,6756.923317966634,15.013370352206039,7.540884323390248,7.472486028815791,6637.659032571987,6736.500000000001,6835.340967428015,2.934490237601536,0.7837892093724057,17.009618572926414,6800.0
2025-11-10 14:30:00,OANDA:SPX500USD,6792.4,6803.0,6791.4,6800.0,2652.0,67.87803742144774,6741.590000000001,6749.490000000001,6761.025859112669,16.42655462237417,7.163254874846702,9.263299747527467,6640.592347083029,6741.590000000001,6842.587652916973,2.996256162625483,0.7891651355899169,16.62321724628884,6797.8
2025-11-10 15:30:00,OANDA:SPX500USD,6800.4,6802.4,6797.0,6797.8,1300.0,66.67649924491643,6746.290000000001,6749.534000000001,6764.528158244796,17.17105449646715,6.326203799151745,10.844850697315405,6643.957026459288,6746.290000000001,6848.622973540714,3.0337555468476234,0.7516784093032634,15.821558871553895,6800.4
2025-11-10 16:30:00,OANDA:SPX500USD,6797.6,6800.4,6791.8,6800.4,1647.0,67.41070637048479,6751.9800000000005,6749.7660000000005,6767.944524126244,17.76607799330486,5.536981836791565,12.229096156513297,6650.974891218316,6751.9800000000005,6852.985108781685,2.9918663497724993,0.7396908462553887,15.305733237871436,6795.8
2025-11-10 17:30:00,OANDA:SPX500USD,6800.0,6801.8,6792.0,6795.8,2200.0,64.6948496714738,6758.889999999999,6749.818,6770.5974265904115,17.662850499450542,4.347003474349796,13.315847025100746,6666.532231113544,6758.889999999999,6851.247768886455,2.732927119288973,0.6998207646471948,14.91246657802349,6800.4
2025-11-10 18:30:00,OANDA:SPX500USD,6796.0,6801.4,6794.0,6800.4,1575.0,66.16294809992894,6766.65,6749.742,6773.435766915134,17.747639779200654,3.5454342032799246,14.202205575920729,6689.721311216854,6766.65,6843.5786887831455,2.2737599486642828,0.7193589968440631,14.375861822450359,6809.8
2025-11-10 19:30:00,OANDA:SPX500USD,6800.0,6816.1,6793.6,6809.8,6450.0,68.99979788154596,6773.905000000001,6749.754000000001,6776.899027208931,18.361675371264937,3.327575836275365,15.034099534989572,6711.453284756612,6773.905000000001,6836.356715243389,1.843891086260826,0.7873820187332625,14.956157406561047,6786.3
2025-11-10 20:30:00,OANDA:SPX500USD,6809.3,6816.2,6785.3,6786.3,5749.0,56.29331542054286,6779.145,6749.304,6777.794357950938,16.758863651414686,1.37981129314009,15.379052358274595,6734.208016052313,6779.145,6824.081983947688,1.3257419319895833,0.5796114844771189,16.095003306092377,6791.5
2025-11-10 21:30:00,OANDA:SPX500USD,6785.8,6791.8,6773.8,6791.5,7900.0,58.130672928730995,6782.47,6748.802,6779.099657193706,15.726930097099284,0.2783021910597512,15.448627906039533,6745.217852057705,6782.47,6819.722147942295,1.0984832352312615,0.6212010648887628,16.23107449851435,6820.0
2025-11-10 22:30:00,OANDA:SPX500USD,6791.0,6823.3,6789.5,6820.0,3746.0,66.4542424019719,6786.720000000001,6748.9619999999995,6782.994927937162,17.012715146030132,1.2512697919924776,15.761445354037654,6753.04810948989,6786.720000000001,6820.391890510113,0.9922876001989634,0.9941807468458738,17.48599774862048,6824.8
2025-11-10 23:30:00,OANDA:SPX500USD,6820.2,6831.3,6819.3,6824.8,1683.0,67.6217197589021,6790.67,6750.0779999999995,6786.976363371718,18.209125481847877,1.958144102248177,16.2509813795997,6758.718978271859,6790.67,6822.621021728141,0.9410270776857457,1.0340987260188244,17.09414076657616,6839.0
2025-11-11 00:30:00,OANDA:SPX500USD,6824.9,6842.8,6824.5,6839.0,1376.0,70.85341453661938,6794.33,6752.1320000000005,6791.930995431555,20.071736138322194,3.056603806977993,17.0151323313442,6757.9157691207865,6794.33,6830.744230879213,1.0719005664786194,1.113359103315558,17.180273568963592,6839.5
2025-11-11 01:30:00,OANDA:SPX500USD,6839.3,6848.3,6836.5,6839.5,2134.0,70.96331258282237,6798.105,6754.52,6796.461376819026,21.342194787829612,3.461649965188329,17.880544822641284,6759.351013447874,6798.105,6836.858986552125,1.1401408643180933,1.0340740873757905,16.795968314037633,6840.2
