datetime,Symbol,Open,High,Low,Close,Volume,MA7,MA21,RSI,EMA12,EMA26,STD7,Daily_Return,SMMA7
2025-12-17 01:30:00,BINANCE:BTCUSD,87597.24,87783.61,87467.19,87783.61,0.01216,87618.67142857143,86730.04142857142,51.56479662376682,87301.36577959184,86628.34692307693,327.1013860885245,-0.0001225591117061109,87618.67142857143
2025-12-17 02:30:00,BINANCE:BTCUSD,87720.17,87846.93,87720.17,87823.62,0.00293,87715.14857142857,86824.04666666666,51.981751601361324,87381.71258273156,86716.88566951567,257.40786309093346,0.00045577984318478926,87715.14857142857
2025-12-17 03:30:00,BINANCE:BTCUSD,87846.93,87846.93,87733.08,87761.63,0.00583,87684.82714285713,86917.04999999999,51.24567498497065,87440.16141615747,86794.27413844044,233.21509947663142,-0.0007058465592740815,87684.82714285713
2025-12-17 04:30:00,BINANCE:BTCUSD,87846.93,87846.93,87846.93,87846.93,7e-05,87721.01857142858,87012.59380952381,52.247699820625215,87502.74119828708,86872.2486467041,236.3331262174368,0.0009719509539645177,87721.01857142858
2025-12-17 05:30:00,BINANCE:BTCUSD,87563.83,87574.31,87467.19,87480.73,0.00261,87762.5457142857,87089.01095238095,47.71388183928465,87499.35486008906,86917.32133954084,128.35426779813577,-0.004168614657336311,87762.5457142857
2025-12-17 06:30:00,BINANCE:BTCUSD,87846.93,87846.93,87745.25,87745.25,0.01316,87748.01999999999,87184.26285714284,51.02015811781618,87537.18488161382,86978.64938846375,122.8483942375988,0.00302375163078783,87748.01999999999
2025-12-17 07:30:00,BINANCE:BTCUSD,87467.19,87467.19,87281.77,87363.57,0.00754,87686.47714285714,87248.3776190476,46.45543111966281,87510.47489982708,87007.16202635532,186.94526157112008,-0.004349865092412308,87686.47714285714
2025-12-17 08:30:00,BINANCE:BTCUSD,87593.59,87593.59,87214.94,87214.94,0.00747,87605.23857142858,87282.71095238095,44.77544878985098,87465.00799216138,87022.55298736604,250.46813892063275,-0.0017012812090898555,87605.23857142858
2025-12-17 09:30:00,BINANCE:BTCUSD,87214.94,87214.94,86837.92,86837.92,0.00582,87464.42428571428,87319.22428571427,40.7497965224244,87368.53291644424,87008.87646978337,360.25278901808974,-0.004322883212440454,87464.42428571428
2025-12-17 10:30:00,BINANCE:BTCUSD,86661.11,86712.62,86237.89,86587.49,0.01436,87296.68999999999,87337.05142857142,38.287395499540146,87248.3724677605,86977.66265720682,458.69950268856155,-0.002883878379399185,87296.68999999999
2025-12-17 11:30:00,BINANCE:BTCUSD,86712.62,86947.11,86712.62,86781.4,0.01023,87144.47142857141,87360.15714285715,41.24783213943201,87176.5305496435,86963.12468259891,420.9112485006204,0.002239469004124972,87144.47142857141
2025-12-17 12:30:00,BINANCE:BTCUSD,86721.37,87108.23,86632.32,86963.41,0.00669,87070.56857142856,87361.13047619048,43.96502702503828,87143.74277277527,86963.14581722122,396.75342104933213,0.0020973388306710916,87070.56857142856
2025-12-17 13:30:00,BINANCE:BTCUSD,86587.49,86587.49,86519.7,86519.7,0.00016,86895.48999999999,87332.20428571428,39.20482815050078,87047.7361923483,86930.29797890854,310.42263459148967,-0.0051022608244089,86895.48999999999
2025-12-17 14:30:00,BINANCE:BTCUSD,86337.77,86337.77,86337.77,86337.77,7e-05,86748.94714285714,87288.45714285714,37.416014641516206,86938.51062429471,86886.40701750791,294.3360668643728,-0.002102758100178237,86748.94714285714
2025-12-17 15:30:00,BINANCE:BTCUSD,86420.91,86732.61,86420.91,86587.49,0.00218,86659.31142857143,87294.40714285715,41.3703756329746,86884.5074513263,86864.26501621102,213.10383176828964,0.0028923610141888823,86659.31142857143
2025-12-17 16:30:00,BINANCE:BTCUSD,86712.62,87036.75,86712.62,87028.6,0.00071,86686.55142857143,87288.70809523808,47.66129774484203,86906.67553573764,86876.43797797317,248.917108922489,0.005094384881696001,86686.55142857143
2025-12-17 17:30:00,BINANCE:BTCUSD,87151.18,87151.18,86896.69,86896.69,0.03627,86730.72285714286,87237.41333333333,46.06936426642854,86905.1392994703,86877.93812775293,255.74909890461797,-0.0015157086291173183,86730.72285714286
2025-12-17 18:30:00,BINANCE:BTCUSD,87047.5,87720.17,87047.5,87467.19,0.01092,86828.69285714286,87231.39428571428,53.32978033820449,86991.60863801333,86921.58641458605,379.70919639095524,0.00656526733066598,86828.69285714286
2025-12-17 19:30:00,BINANCE:BTCUSD,87598.02,89511.64,87214.94,89308.69,0.02755,87163.73285714287,87332.28238095238,68.20785089893369,87348.08269370359,87098.4089023945,1017.4763675997066,0.021053608787477973,87163.73285714287
2025-12-17 20:30:00,BINANCE:BTCUSD,89770.53,90311.1,87194.46,87214.94,0.01997,87263.05285714286,87302.18761904762,49.05834899484963,87327.59920236458,87107.04083555046,977.2701405226878,-0.02344396721080555,87263.05285714286
